,Name,Position,Shoots,Date Born,College,NBA Debut,Experience,Player Image,Height,Weight,Draft Team,Draft Year,Draft Round
198,Jalen Suggs, Shooting Guard and Point Guard, Right,2001-06-03,Gonzaga,2021-10-20,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/suggsja01.jpg,193.0,92.0,Orlando Magic,2021,1st round
199,Anthony Black, Point Guard, Right,2004-01-20,Arkansas,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/blackan01.jpg,201.0,89.0,Orlando Magic,2023,1st round
200,Khem Birch, Center, Right,1992-09-28,No College,2017-10-21,6.0,https://www.basketball-reference.com/req/202106291/images/headshots/birchkh01.jpg,206.0,105.0,Not Drafted,Not Drafted,Not Drafted
201,Bennedict Mathurin, Shooting Guard, Right,2002-06-19,Arizona,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/mathube01.jpg,198.0,95.0,Indiana Pacers,2022,1st round
202,Obi Toppin, Power Forward, Right,1998-03-04,Dayton,2020-12-23,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/toppiob01.jpg,206.0,99.0,New York Knicks,2020,1st round
203,Caleb Martin, Small Forward, Right,1995-09-28,No College,2019-10-25,4.0,https://www.basketball-reference.com/req/202106291/images/headshots/martica02.jpg,196.0,92.0,Not Drafted,Not Drafted,Not Drafted
204,Danilo Gallinari," Small Forward, Power Forward, and Shooting Guard", Right,1988-08-08,No College,2008-10-29,13.0,https://www.basketball-reference.com/req/202106291/images/headshots/gallida01.jpg,208.0,105.0,New York Knicks,2008,1st round
205,John Wall, Point Guard, Right,1990-09-06,Kentucky,2010-10-28,11.0,https://www.basketball-reference.com/req/202106291/images/headshots/walljo01.jpg,190.0,95.0,Washington Wizards,2010,1st round
206,Patty Mills, Point Guard and Shooting Guard, Right,1988-08-11,Saint Mary\'s,2010-01-04,14.0,https://www.basketball-reference.com/req/202106291/images/headshots/millspa02.jpg,185.0,81.0,Portland Trail Blazers,2009,2nd round
207,Cedi Osman, Small Forward, Right,1995-04-08,No College,2017-10-20,6.0,https://www.basketball-reference.com/req/202106291/images/headshots/osmande01.jpg,201.0,104.0,Minnesota Timberwolves,2015,2nd round
208,Bilal Coulibaly, Small Forward, Right,2004-07-26,No College,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/coulibi01.jpg,198.0,88.0,Indiana Pacers,2023,1st round
209,Josh Giddey, Power Forward and Small Forward, Right,2002-10-10,No College,2021-10-20,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/giddejo01.jpg,203.0,95.0,Oklahoma City Thunder,2021,1st round
210,Cameron Payne, Point Guard and Shooting Guard, Left,1994-08-08,Murray State,2015-11-01,8.0,https://www.basketball-reference.com/req/202106291/images/headshots/payneca01.jpg,185.0,83.0,Oklahoma City Thunder,2015,1st round
211,Jae'Sean Tate, Small Forward and Power Forward, Left,1995-10-28,Ohio State,2020-12-26,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/tateja01.jpg,193.0,104.0,Not Drafted,Not Drafted,Not Drafted
212,Ayo Dosunmu, Shooting Guard, Right,2000-01-17,Illinois,2021-10-20,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/dosunay01.jpg,196.0,90.0,Chicago Bulls,2021,2nd round
213,Rudy Gay, Small Forward and Power Forward, Right,1986-08-17,UConn,2006-11-01,17.0,https://www.basketball-reference.com/req/202106291/images/headshots/gayru01.jpg,203.0,113.0,Houston Rockets,2006,1st round
214,Sasha Vezenkov, Power Forward, Left,1995-08-06,No College,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/vezenal01.jpg,206.0,102.0,Brooklyn Nets,2017,2nd round
215,Shaedon Sharpe, Shooting Guard, Right,2003-05-30,Kentucky,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/sharpsh01.jpg,198.0,90.0,Portland Trail Blazers,2022,1st round
216,Otto Porter Jr., Small Forward and Power Forward, Right,1993-06-03,Georgetown,2013-12-06,10.0,https://www.basketball-reference.com/req/202106291/images/headshots/porteot01.jpg,203.0,89.0,Washington Wizards,2013,1st round
217,Deni Avdija, Small Forward, Right,2001-01-03,No College,2020-12-23,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/avdijde01.jpg,206.0,95.0,Washington Wizards,2020,1st round
218,Nassir Little, Small Forward and Power Forward, Right,2000-02-11,UNC,2019-10-25,4.0,https://www.basketball-reference.com/req/202106291/images/headshots/littlna01.jpg,196.0,99.0,Portland Trail Blazers,2019,1st round
219,Jevon Carter, Point Guard, Right,1995-09-14,West Virginia,2018-12-15,5.0,https://www.basketball-reference.com/req/202106291/images/headshots/carteje01.jpg,185.0,90.0,Memphis Grizzlies,2018,2nd round
220,Kenrich Williams, Power Forward and Small Forward, Right,1994-12-02,TCU,2018-10-17,5.0,https://www.basketball-reference.com/req/202106291/images/headshots/willike04.jpg,198.0,95.0,Not Drafted,Not Drafted,Not Drafted
221,Ricky Rubio, Point Guard, Right,1990-10-21,No College,2011-12-26,12.0,https://www.basketball-reference.com/req/202106291/images/headshots/rubiori01.jpg,188.0,86.0,Minnesota Timberwolves,2009,1st round
222,Jarace Walker, Power Forward, Right,2003-09-04,Houston,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/walkeja02.jpg,203.0,108.0,Washington Wizards,2023,1st round
223,Jonathan Kuminga, Power Forward and Small Forward, Right,2002-10-06,No College,2021-10-30,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/kuminjo01.jpg,203.0,95.0,Golden State Warriors,2021,1st round
224,Devin Vassell, Shooting Guard and Small Forward, Right,2000-08-23,Florida State,2020-12-23,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/vassede01.jpg,196.0,90.0,San Antonio Spurs,2020,1st round
225,Tyrese Haliburton, Point Guard and Shooting Guard, Right,2000-02-29,Iowa State,2020-12-23,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/halibty01.jpg,196.0,83.0,Sacramento Kings,2020,1st round
226,Dyson Daniels, Point Guard, Right,2003-03-17,No College,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/daniedy01.jpg,203.0,90.0,New Orleans Pelicans,2022,1st round
227,JaVale McGee, Center, Right,1988-01-19,Nevada,2008-10-29,15.0,https://www.basketball-reference.com/req/202106291/images/headshots/mcgeeja01.jpg,213.0,122.0,Washington Wizards,2008,1st round
228,Kira Lewis Jr., Point Guard, Right,2001-04-06,Alabama,2020-12-29,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/lewiski01.jpg,185.0,77.0,New Orleans Pelicans,2020,1st round
229,Dean Wade, Power Forward, Right,1996-11-20,Kansas State,2019-11-18,4.0,https://www.basketball-reference.com/req/202106291/images/headshots/wadede01.jpg,206.0,103.0,Not Drafted,Not Drafted,Not Drafted
230,Aaron Nesmith, Small Forward, Right,1999-10-16,Vanderbilt,2020-12-25,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/nesmiaa01.jpg,196.0,97.0,Boston Celtics,2020,1st round
231,Taylor Hendricks, Power Forward, Right,2003-11-22,Central Florida,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/hendrita01.jpg,206.0,95.0,Utah Jazz,2023,1st round
232,Cole Anthony, Point Guard, Right,2000-05-15,UNC,2020-12-23,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/anthoco01.jpg,188.0,83.0,Orlando Magic,2020,1st round
233,Franz Wagner, Small Forward, Right,2001-08-27,Michigan,2021-10-20,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/wagnefr01.jpg,206.0,102.0,Orlando Magic,2021,1st round
234,Furkan Korkmaz, Shooting Guard, Right,1997-07-24,No College,2017-11-11,6.0,https://www.basketball-reference.com/req/202106291/images/headshots/korkmfu01.jpg,201.0,91.0,Philadelphia 76ers,2016,1st round
235,Jeremy Sochan, Power Forward, Right,2003-05-20,Baylor,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/sochaje01.jpg,206.0,104.0,San Antonio Spurs,2022,1st round
236,Cason Wallace, Shooting Guard, Right,2003-11-07,Kentucky,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/wallaca01.jpg,193.0,87.0,Dallas Mavericks,2023,1st round
237,Isaiah Stewart, Center, Right,2001-05-22,Washington,2020-12-28,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/stewais01.jpg,203.0,113.0,Portland Trail Blazers,2020,1st round
238,Chuma Okeke, Small Forward and Power Forward, Right,1998-08-18,Auburn,2020-12-23,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/okekech01.jpg,198.0,103.0,Orlando Magic,2019,1st round
239,Davion Mitchell, Point Guard, Right,1998-09-05,No College,2021-10-20,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/mitchda01.jpg,188.0,92.0,Sacramento Kings,2021,1st round
240,Johnny Davis, Shooting Guard, Right,2002-02-27,Wisconsin,2022-10-25,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/davisjo06.jpg,196.0,88.0,Washington Wizards,2022,1st round
241,Jalen Smith, Power Forward and Center, Right,2000-03-16,Maryland,2020-12-23,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/smithja04.jpg,208.0,97.0,Phoenix Suns,2020,1st round
242,Jett Howard, Small Forward, Right,2003-09-14,Michigan,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/howarje01.jpg,203.0,97.0,Orlando Magic,2023,1st round
243,Aleksej Pokusevski, Power Forward, Right,2001-12-26,No College,2020-12-26,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/pokusal01.jpg,213.0,86.0,Minnesota Timberwolves,2020,1st round
244,Nick Richards, Center and Power Forward, Right,1997-11-29,Kentucky,2020-12-30,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/richani01.jpg,213.0,111.0,New Orleans Pelicans,2020,2nd round
245,Shake Milton, Shooting Guard, Right,1996-09-26,SMU,2018-11-30,5.0,https://www.basketball-reference.com/req/202106291/images/headshots/miltosh01.jpg,196.0,92.0,Dallas Mavericks,2018,2nd round
246,Mason Plumlee, Center,,1990-03-05,Duke,2013-11-03,10.0,https://www.basketball-reference.com/req/202106291/images/headshots/plumlma01.jpg,211.0,115.0,Brooklyn Nets,2013,1st round
247,Reggie Jackson, Point Guard and Shooting Guard, Right,1990-04-16,Boston College,2011-12-31,12.0,https://www.basketball-reference.com/req/202106291/images/headshots/jacksre01.jpg,188.0,94.0,Oklahoma City Thunder,2011,1st round
248,Ziaire Williams, Small Forward, Right,2001-09-12,Stanford,2021-10-20,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/willizi02.jpg,203.0,97.0,New Orleans Pelicans,2021,1st round
249,Ousmane Dieng, Power Forward, Right,2003-05-21,No College,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/diengou01.jpg,208.0,97.0,New York Knicks,2022,1st round
250,Dereck Lively II, Center, Right,2004-02-12,Duke,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/livelde01.jpg,216.0,104.0,Oklahoma City Thunder,2023,1st round
251,Josh Green, Shooting Guard, Right,2000-11-16,Arizona,2020-12-23,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/greenjo02.jpg,196.0,90.0,Dallas Mavericks,2020,1st round
252,Jarred Vanderbilt, Power Forward, Left,1999-04-03,Kentucky,2019-01-25,5.0,https://www.basketball-reference.com/req/202106291/images/headshots/vandeja01.jpg,206.0,97.0,Orlando Magic,2018,2nd round
253,Nickeil Alexander-Walker, Shooting Guard, Right,1998-09-02,Virginia Tech,2019-10-22,4.0,https://www.basketball-reference.com/req/202106291/images/headshots/alexani01.jpg,198.0,92.0,Brooklyn Nets,2019,1st round
254,James Bouknight, Shooting Guard, Right,2000-09-18,UConn,2021-10-22,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/bouknja01.jpg,196.0,86.0,Charlotte Hornets,2021,1st round
255,Jalen Williams, Shooting Guard, Right,2001-04-14,Santa Clara,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/willija06.jpg,198.0,88.0,Oklahoma City Thunder,2022,1st round
256,Saddiq Bey, Small Forward, Right,1999-04-09,Villanova,2020-12-26,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/beysa01.jpg,201.0,97.0,Brooklyn Nets,2020,1st round
257,Gradey Dick, Shooting Guard, Right,2003-11-20,Kansas,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/dickgr01.jpg,203.0,92.0,Toronto Raptors,2023,1st round
258,Jalen McDaniels, Small Forward, Right,1998-01-31,San Diego State,2019-10-25,4.0,https://www.basketball-reference.com/req/202106291/images/headshots/mcdanja01.jpg,206.0,92.0,Charlotte Hornets,2019,2nd round
259,Taurean Prince, Power Forward and Small Forward, Right,1994-03-22,Baylor,2016-10-27,7.0,https://www.basketball-reference.com/req/202106291/images/headshots/princta02.jpg,201.0,98.0,Utah Jazz,2016,1st round
260,Precious Achiuwa, Center and Power Forward, Right,1999-09-19,Memphis,2020-12-23,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/achiupr01.jpg,203.0,102.0,Miami Heat,2020,1st round
261,Tyrese Maxey, Shooting Guard and Point Guard, Right,2000-11-04,Kentucky,2020-12-23,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/maxeyty01.jpg,188.0,90.0,Philadelphia 76ers,2020,1st round
262,Joshua Primo, Shooting Guard and Small Forward, Right,2002-12-24,Alabama,2021-10-20,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/primojo01.jpg,198.0,86.0,San Antonio Spurs,2021,1st round
263,Jalen Duren, Center, Right,2003-11-18,Memphis,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/durenja01.jpg,208.0,113.0,Charlotte Hornets,2022,1st round
264,Dewayne Dedmon, Center, Right,1989-08-12,USC,2013-11-18,10.0,https://www.basketball-reference.com/req/202106291/images/headshots/dedmode01.jpg,213.0,111.0,Not Drafted,Not Drafted,Not Drafted
265,Danuel House Jr., Small Forward and Shooting Guard, Right,1993-06-07,Texas A&amp,,,,,,,Not Drafted,Not Drafted
266,Jordan Hawkins, Shooting Guard, Right,2002-04-29,UConn,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/hawkijo01.jpg,196.0,88.0,New Orleans Pelicans,2023,1st round
267,Zeke Nnaji, Power Forward, Right,2001-01-09,Arizona,2020-12-28,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/nnajize01.jpg,206.0,108.0,Denver Nuggets,2020,1st round
268,Immanuel Quickley, Shooting Guard and Point Guard, Right,1999-06-17,Kentucky,2020-12-23,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/quickim01.jpg,190.0,86.0,Oklahoma City Thunder,2020,1st round
269,Chris Duarte, Small Forward and Shooting Guard, Right,1997-06-13,Oregon,2021-10-20,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/duartch01.jpg,198.0,86.0,Indiana Pacers,2021,1st round
270,Ochai Agbaji, Shooting Guard, Right,2000-04-20,Kansas,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/agbajoc01.jpg,196.0,97.0,Cleveland Cavaliers,2022,1st round
271,Kobe Bufkin, Shooting Guard, Left,2003-09-21,Michigan,,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/bufkiko01.jpg,193.0,88.0,Atlanta Hawks,2023,1st round
272,Payton Pritchard, Point Guard and Shooting Guard, Right,1998-01-28,Oregon,2020-12-23,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/pritcpa01.jpg,185.0,88.0,Boston Celtics,2020,1st round
273,Seth Curry, Shooting Guard and Point Guard, Right,1990-08-23,No College,2014-01-05,9.0,https://www.basketball-reference.com/req/202106291/images/headshots/curryse01.jpg,188.0,83.0,Not Drafted,Not Drafted,Not Drafted
274,Dwight Powell, Center and Power Forward, Right,1991-07-20,Stanford,2014-11-14,9.0,https://www.basketball-reference.com/req/202106291/images/headshots/poweldw01.jpg,208.0,108.0,2014 NBA Draft,2014,2nd round
275,Troy Brown Jr., Small Forward, Right,1999-07-28,Oregon,2018-10-24,5.0,https://www.basketball-reference.com/req/202106291/images/headshots/browntr01.jpg,198.0,97.0,Washington Wizards,2018,1st round
276,Moses Moody, Shooting Guard, Right,2002-05-31,Arkansas,2021-10-19,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/moodymo01.jpg,198.0,92.0,Golden State Warriors,2021,1st round
277,Mark Williams, Center, Right,2001-12-16,Duke,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/willima07.jpg,216.0,109.0,Charlotte Hornets,2022,1st round
278,Jaden McDaniels, Small Forward and Power Forward, Right,2000-09-29,Washington,2020-12-27,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/mcdanja02.jpg,206.0,83.0,Los Angeles Lakers,2020,1st round
279,Keyonte George, Shooting Guard, Right,2003-11-08,Baylor,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/georgke01.jpg,193.0,83.0,Utah Jazz,2023,1st round
280,Malachi Flynn, Point Guard, Right,1998-05-10,No College,2020-12-23,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/flynnma01.jpg,185.0,79.0,Toronto Raptors,2020,1st round
281,Desmond Bane, Shooting Guard, Right,1998-06-25,TCU,2020-12-23,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/banede01.jpg,196.0,97.0,Boston Celtics,2020,1st round
282,Russell Westbrook, Point Guard, Right,1988-11-12,UCLA,2008-10-29,15.0,https://www.basketball-reference.com/req/202106291/images/headshots/westbru01.jpg,190.0,90.0,Seattle SuperSonics,2008,1st round
283,Kevin Love, Power Forward and Center, Right,1988-09-07,UCLA,2008-10-29,15.0,https://www.basketball-reference.com/req/202106291/images/headshots/loveke01.jpg,203.0,113.0,Memphis Grizzlies,2008,1st round
284,Corey Kispert, Small Forward, Right,1999-03-03,Gonzaga,2021-10-22,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/kispeco01.jpg,201.0,99.0,Washington Wizards,2021,1st round
285,AJ Griffin, Small Forward, Right,2003-08-25,Duke,2022-10-23,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/griffaj01.jpg,198.0,100.0,Atlanta Hawks,2022,1st round
286,Jalen Hood-Schifino, Shooting Guard, Right,2003-06-19,Indiana,,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/hoodsja01.jpg,198.0,97.0,Los Angeles Lakers,2023,1st round
287,Amir Coffey, Shooting Guard and Small Forward, Left,1997-06-17,Minnesota,2019-12-31,4.0,https://www.basketball-reference.com/req/202106291/images/headshots/coffeam01.jpg,201.0,95.0,Not Drafted,Not Drafted,Not Drafted
288,Alperen Şengün, Center, Right,2002-07-25,No College,2021-10-20,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/sengual01.jpg,206.0,106.0,Oklahoma City Thunder,2021,1st round
289,Tari Eason, Power Forward, Right,2001-05-10,No College,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/easonta01.jpg,203.0,97.0,Houston Rockets,2022,1st round
290,Jaime Jaquez Jr., Small Forward, Right,2001-02-18,UCLA,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/jaqueja01.jpg,201.0,102.0,Miami Heat,2023,1st round
291,Mike Muscala, Center and Power Forward, Right,1991-07-01,Bucknell,2014-03-02,10.0,https://www.basketball-reference.com/req/202106291/images/headshots/muscami01.jpg,208.0,108.0,Dallas Mavericks,2013,2nd round
292,Andre Drummond, Center, Right,1993-08-10,UConn,2012-10-31,11.0,https://www.basketball-reference.com/req/202106291/images/headshots/drumman01.jpg,208.0,126.0,Detroit Pistons,2012,1st round
293,Derrick Jones Jr., Small Forward and Power Forward, Left,1997-02-15,UNLV,2016-11-19,7.0,https://www.basketball-reference.com/req/202106291/images/headshots/jonesde02.jpg,196.0,95.0,Not Drafted,Not Drafted,Not Drafted
294,Trey Murphy III, Small Forward, Right,2000-06-18,No College,2021-10-20,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/murphtr02.jpg,206.0,93.0,Memphis Grizzlies,2021,1st round
295,Brandin Podziemski, Shooting Guard, Left,2003-02-25,No College,,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/podzibr01.jpg,196.0,92.0,Golden State Warriors,2023,1st round
296,Dalen Terry, Shooting Guard, Right,2002-07-12,Arizona,2022-10-22,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/terryda01.jpg,201.0,88.0,Chicago Bulls,2022,1st round
297,Cam Whitmore, Small Forward, Right,2004-07-08,Villanova,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/whitmca01.jpg,201.0,105.0,Houston Rockets,2023,1st round
298,Jake LaRavia, Power Forward, Right,2001-11-03,No College,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/laravja01.jpg,203.0,106.0,Minnesota Timberwolves,2022,1st round
299,Derrick Rose, Point Guard, Right,1988-10-04,Memphis,2008-10-28,14.0,https://www.basketball-reference.com/req/202106291/images/headshots/rosede01.jpg,190.0,90.0,Chicago Bulls,2008,1st round
300,Eric Gordon, Shooting Guard and Small Forward, Right,1988-12-25,Indiana,2008-10-29,15.0,https://www.basketball-reference.com/req/202106291/images/headshots/gordoer01.jpg,190.0,97.0,Los Angeles Clippers,2008,1st round
301,Tre Mann, Point Guard, Right,2001-02-03,Florida,2021-10-20,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/manntr01.jpg,190.0,80.0,Oklahoma City Thunder,2021,1st round
302,Noah Clowney, Power Forward, Right,2004-07-14,Alabama,,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/clownno01.jpg,208.0,95.0,Brooklyn Nets,2023,1st round
303,Malaki Branham, Shooting Guard, Right,2003-05-12,Ohio State,2022-10-30,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/branhma01.jpg,196.0,81.0,San Antonio Spurs,2022,1st round
304,Kai Jones, Center, Right,2001-01-19,Texas,2021-10-22,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/joneska01.jpg,211.0,98.0,New York Knicks,2021,1st round
305,Simone Fontecchio, Small Forward, Right,1995-12-09,No College,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/fontesi01.jpg,203.0,94.0,Not Drafted,Not Drafted,Not Drafted
306,Julian Champagnie, Small Forward, Right,2001-06-29,St. John\'s,2022-11-22,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/champju02.jpg,203.0,99.0,Not Drafted,Not Drafted,Not Drafted
307,Jordan Nwora, Small Forward, Right,1998-09-09,Louisville,2020-12-25,3.0,https://www.basketball-reference.com/req/202106291/images/headshots/nworajo01.jpg,203.0,102.0,Milwaukee Bucks,2020,2nd round
308,Dante Exum, Point Guard and Shooting Guard, Right,1995-07-13,No College,2014-10-29,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/exumda01.jpg,196.0,97.0,Utah Jazz,2014,1st round
309,Dariq Whitehead, Small Forward, Right,2004-08-01,Duke,,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/whiteda01.jpg,201.0,99.0,Brooklyn Nets,2023,1st round
310,Christian Braun, Shooting Guard, Right,2001-04-17,Kansas,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/braunch01.jpg,201.0,98.0,Denver Nuggets,2022,1st round
311,Jalen Johnson, Small Forward and Power Forward, Right,2001-12-18,Duke,2021-10-21,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/johnsja05.jpg,206.0,99.0,Atlanta Hawks,2021,1st round
312,Josh Richardson, Shooting Guard and Small Forward, Right,1993-09-15,Tennessee,2015-11-05,8.0,https://www.basketball-reference.com/req/202106291/images/headshots/richajo01.jpg,196.0,90.0,Miami Heat,2015,2nd round
313,Kris Murray, Small Forward, Left,2000-08-19,Iowa,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/murrakr01.jpg,203.0,99.0,Portland Trail Blazers,2023,1st round
314,Andrew Nicholson, Power Forward, Right,1989-12-08,St. Bonaventure,2012-11-02,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/nichoan01.jpg,206.0,113.0,Orlando Magic,2012,1st round
315,Walker Kessler, Center, Right,2001-07-26,No College,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/kesslwa01.jpg,216.0,111.0,Memphis Grizzlies,2022,1st round
316,Josh Okogie, Shooting Guard, Right,1998-09-01,Georgia Tech,2018-10-20,5.0,https://www.basketball-reference.com/req/202106291/images/headshots/okogijo01.jpg,193.0,96.0,Minnesota Timberwolves,2018,1st round
317,Keon Johnson, Shooting Guard, Right,2002-03-10,Tennessee,2021-11-07,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/johnske07.jpg,196.0,84.0,New York Knicks,2021,1st round
318,Omer Yurtseven, Center, Right,1998-06-19,No College,2021-10-21,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/yurtsom01.jpg,213.0,119.0,Not Drafted,Not Drafted,Not Drafted
319,Olivier-Maxence Prosper, Power Forward, Right,2002-07-03,No College,,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/prospol01.jpg,203.0,104.0,Sacramento Kings,2023,1st round
320,David Roddy, Power Forward, Right,2001-03-27,Colorado State,2022-10-19,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/roddyda01.jpg,198.0,115.0,Philadelphia 76ers,2022,1st round
321,Christian Wood, Power Forward and Center, Right,1995-09-27,UNLV,2015-10-28,7.0,https://www.basketball-reference.com/req/202106291/images/headshots/woodch01.jpg,208.0,97.0,Not Drafted,Not Drafted,Not Drafted
322,Isaiah Jackson, Center, Right,2002-01-10,Kentucky,2021-10-23,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/jacksis01.jpg,208.0,93.0,Los Angeles Lakers,2021,1st round
323,Marcus Sasser, Point Guard, Right,2000-09-21,Houston,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/sassema01.jpg,188.0,88.0,Memphis Grizzlies,2023,1st round
324,MarJon Beauchamp, Small Forward, Right,2000-10-12,Yakima Valley Community College,2022-10-22,1.0,https://www.basketball-reference.com/req/202106291/images/headshots/beaucma01.jpg,198.0,90.0,Milwaukee Bucks,2022,1st round
325,Charles Bassey, Center, Right,2000-10-28,Western Kentucky,2021-10-20,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/bassech01.jpg,211.0,106.0,Philadelphia 76ers,2021,2nd round
326,Usman Garuba, Power Forward and Center, Right,2002-03-09,No College,2021-10-20,2.0,https://www.basketball-reference.com/req/202106291/images/headshots/garubus01.jpg,203.0,99.0,Houston Rockets,2021,1st round
327,Damian Jones, Center, Right,1995-06-30,Vanderbilt,2016-12-10,7.0,https://www.basketball-reference.com/req/202106291/images/headshots/jonesda03.jpg,211.0,111.0,Golden State Warriors,2016,1st round
328,Kris Dunn, Point Guard, Right,1994-03-18,Providence,2016-10-26,7.0,https://www.basketball-reference.com/req/202106291/images/headshots/dunnkr01.jpg,190.0,92.0,Minnesota Timberwolves,2016,1st round
329,Bruno Fernando, Center, Right,1998-08-15,Maryland,2019-10-24,4.0,https://www.basketball-reference.com/req/202106291/images/headshots/fernabr01.jpg,206.0,108.0,Philadelphia 76ers,2019,2nd round
330,Willy Hernangómez, Center, Right,1994-05-27,No College,2016-10-25,7.0,https://www.basketball-reference.com/req/202106291/images/headshots/hernawi01.jpg,211.0,113.0,Philadelphia 76ers,2015,2nd round
331,Ben Sheppard, Shooting Guard, Right,2001-07-16,Belmont,2023-10-25,0.0,https://www.basketball-reference.com/req/202106291/images/headshots/sheppbe01.jpg,198.0,86.0,Indiana Pacers,2023,1st round
