Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Fouls Commited Shoot,Fouls Commited Off,Fouls Drawn Shoot,Fouls Drawn Off,PGA,And1,Blkd,Season
P.J. Washington,PF,24,CHO,73.0,32.6,0.0,0.0,0.03,0.95,0.03,-7.3,-3.9,0.75,0.42,1.66,0.15,1.18,0.11,5.58,0.32,0.85,2023
Duane Washington Jr.,SG,22,PHO,31.0,12.71,0.72,0.26,0.02,0.0,0.0,-3.7,-6.2,0.71,0.35,0.42,0.0,0.32,0.1,4.74,0.1,0.52,2023
T.J. Warren,PF-SF,29,TOT,42.0,16.36,0.0,0.0,0.19,0.68,0.14,3.7,2.3,0.1,0.12,0.79,0.1,0.4,0.05,2.26,0.14,0.17,2023
John Wall,PG,32,LAC,34.0,22.21,0.79,0.21,0.0,0.0,0.0,-5.2,-7.2,1.44,0.62,1.15,0.15,1.74,0.03,12.79,0.38,0.88,2023
Lonnie Walker IV,SG,24,LAL,56.0,23.16,0.09,0.52,0.37,0.02,0.0,-6.6,-10.7,0.32,0.18,0.8,0.07,0.91,0.09,2.68,0.18,0.38,2023
Kemba Walker,PG,32,DAL,9.0,16.0,1.0,0.0,0.0,0.0,0.0,-3.5,-3.9,0.44,0.0,1.22,0.0,1.0,0.33,5.33,0.22,0.56,2023
Jabari Walker,SF,20,POR,56.0,11.05,0.0,0.06,0.37,0.55,0.02,-8.7,-6.0,0.18,0.14,0.52,0.14,0.38,0.07,1.5,0.09,0.23,2023
Ish Wainright,SF,28,PHO,60.0,15.25,0.0,0.0,0.36,0.64,0.0,5.4,4.8,0.22,0.0,1.03,0.08,0.18,0.13,2.22,0.03,0.13,2023
Franz Wagner,SF,21,ORL,80.0,32.61,0.0,0.16,0.72,0.12,0.0,0.6,10.2,0.9,0.66,0.98,0.29,1.72,0.55,8.5,0.39,1.05,2023
Coby White,SG,22,CHI,74.0,23.38,0.49,0.47,0.04,0.0,0.0,4.0,4.3,0.51,0.24,0.93,0.04,0.45,0.32,6.47,0.16,0.32,2023
Dean Wade,PF,26,CLE,44.0,20.25,0.0,0.0,0.35,0.61,0.04,7.1,1.8,0.23,0.09,1.0,0.0,0.3,0.18,2.18,0.09,0.16,2023
Nikola Vučević,C,32,CHI,82.0,33.49,0.0,0.0,0.0,0.01,1.0,-1.0,-8.1,0.68,0.44,1.3,0.33,0.87,0.05,7.96,0.27,0.54,2023
Noah Vonleh,C,27,BOS,23.0,7.43,0.0,0.0,0.0,0.2,0.8,-2.2,-9.2,0.09,0.09,0.65,0.3,0.04,0.0,0.87,0.0,0.17,2023
Gabe Vincent,PG,26,MIA,68.0,25.87,0.82,0.19,0.0,0.0,0.0,-0.1,0.1,0.72,0.28,1.13,0.19,0.47,0.35,5.93,0.16,0.28,2023
Devin Vassell,SG,22,SAS,38.0,31.0,0.06,0.73,0.2,0.0,0.0,-12.9,-4.0,0.95,0.29,1.0,0.13,1.24,0.11,8.82,0.32,0.47,2023
Fred VanVleet,PG,28,TOR,69.0,36.74,0.92,0.08,0.0,0.0,0.0,2.6,3.9,1.12,0.52,1.19,0.22,1.54,0.38,16.48,0.33,0.84,2023
Jarred Vanderbilt,PF,23,TOT,78.0,24.09,0.0,0.0,0.42,0.54,0.05,-1.7,-1.6,0.37,0.46,1.18,0.21,0.78,0.28,5.92,0.14,0.38,2023
Jonas Valančiūnas,C,30,NOP,79.0,24.91,0.0,0.0,0.0,0.0,1.0,-0.5,-5.1,0.43,0.58,1.59,0.67,1.37,0.01,4.06,0.3,0.59,2023
Stanley Umude,SG,23,DET,1.0,2.0,0.0,0.0,1.0,0.0,0.0,75.0,83.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023
Myles Turner,C,26,IND,62.0,29.44,0.0,0.0,0.0,0.0,1.0,-1.6,3.4,0.44,0.34,2.16,0.52,2.1,0.08,3.45,0.52,0.5,2023
P.J. Tucker,PF,37,PHI,75.0,25.6,0.0,0.0,0.08,0.83,0.08,4.2,-1.1,0.17,0.04,1.29,0.28,0.08,0.16,2.04,0.03,0.12,2023
Gary Trent Jr.,SG,24,TOR,66.0,32.09,0.22,0.76,0.03,0.0,0.0,-1.6,-6.2,0.26,0.24,0.65,0.18,1.29,0.15,3.85,0.32,0.48,2023
Karl-Anthony Towns,PF,27,MIN,29.0,33.0,0.0,0.0,0.0,0.65,0.35,0.9,1.4,1.38,0.41,1.97,0.97,2.03,0.21,10.97,0.52,0.66,2023
Juan Toscano-Anderson,SF,29,TOT,52.0,13.46,0.0,0.15,0.59,0.26,0.0,-9.2,-9.8,0.29,0.15,0.77,0.15,0.17,0.17,3.06,0.04,0.23,2023
Russell Westbrook,PG,34,TOT,73.0,29.12,0.74,0.26,0.0,0.0,0.0,-0.1,-1.4,2.32,0.7,0.97,0.22,1.97,0.11,17.15,0.47,1.08,2023
Derrick White,SG,28,BOS,82.0,28.28,0.21,0.71,0.08,0.0,0.0,10.7,9.8,0.66,0.3,1.43,0.05,1.17,0.62,9.67,0.33,0.41,2023
Davon Reed,SG,27,TOT,43.0,7.95,0.09,0.65,0.24,0.02,0.0,-12.6,-17.0,0.21,0.07,0.56,0.05,0.21,0.02,1.3,0.0,0.14,2023
Ziaire Williams,SF,21,MEM,37.0,15.16,0.01,0.13,0.77,0.09,0.0,-5.3,-10.5,0.43,0.24,0.95,0.05,0.32,0.46,2.16,0.11,0.14,2023
Steven Adams,C,29,MEM,42.0,26.98,0.0,0.0,0.0,0.0,1.0,9.5,8.3,0.95,0.24,0.95,0.55,1.21,0.17,5.31,0.36,0.33,2023
Ivica Zubac,C,25,LAC,76.0,28.55,0.0,0.0,0.0,0.0,1.0,-0.6,-2.8,0.47,0.41,1.95,0.37,1.45,0.03,2.42,0.24,0.61,2023
Cody Zeller,C,30,MIA,15.0,14.47,0.0,0.0,0.0,0.0,1.0,-11.9,-12.4,0.4,0.0,1.27,0.4,0.93,0.0,1.73,0.2,0.2,2023
Omer Yurtseven,C,24,MIA,9.0,9.22,0.0,0.0,0.0,0.0,1.0,6.5,6.9,0.11,0.22,1.22,0.11,0.33,0.0,0.44,0.22,0.11,2023
Trae Young,PG,24,ATL,73.0,34.81,1.0,0.0,0.0,0.0,0.0,0.8,1.0,3.22,0.6,0.66,0.18,3.05,0.58,23.08,0.6,1.16,2023
Thaddeus Young,PF,34,TOR,54.0,14.72,0.0,0.01,0.15,0.55,0.29,-5.4,-8.2,0.57,0.13,0.91,0.04,0.26,0.19,3.11,0.07,0.17,2023
Gabe York,SG,29,IND,3.0,18.67,0.75,0.25,0.0,0.0,0.0,16.6,20.4,0.0,0.0,0.67,0.0,0.33,1.0,4.33,0.0,0.67,2023
McKinley Wright IV,PG,24,DAL,27.0,12.41,0.99,0.01,0.0,0.0,0.0,-13.5,-15.0,0.3,0.33,0.63,0.0,0.26,0.15,5.59,0.19,0.26,2023
Delon Wright,PG,30,WAS,50.0,24.42,0.78,0.22,0.0,0.0,0.0,2.4,5.3,0.36,0.32,0.64,0.06,0.58,0.3,9.34,0.22,0.28,2023
Christian Wood,C,27,DAL,67.0,25.94,0.0,0.0,0.0,0.13,0.87,-1.3,-2.6,0.49,0.43,1.4,0.55,1.96,0.12,4.33,0.57,0.6,2023
James Wiseman,C,21,TOT,45.0,19.27,0.0,0.0,0.0,0.0,1.0,-17.6,-13.7,0.31,0.22,1.62,0.38,0.98,0.04,1.6,0.16,0.51,2023
Justise Winslow,PF,26,POR,29.0,26.76,0.0,0.1,0.62,0.28,0.01,-1.6,2.5,0.72,0.41,1.52,0.24,0.41,0.24,7.76,0.0,0.45,2023
Dylan Windler,SF,26,CLE,3.0,3.33,0.0,0.0,0.6,0.4,0.0,-11.4,-17.2,0.33,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,2023
Zion Williamson,PF,22,NOP,29.0,32.97,0.0,0.0,0.0,0.95,0.05,7.3,6.9,1.17,1.41,1.07,0.48,4.38,0.07,11.86,1.21,1.52,2023
Vince Williams Jr.,SG,22,MEM,15.0,7.0,0.07,0.91,0.02,0.0,0.0,-16.3,-20.5,0.13,0.07,0.47,0.07,0.07,0.07,0.67,0.0,0.07,2023
Jack White,SF,25,DEN,17.0,3.88,0.0,0.0,0.5,0.5,0.0,-6.1,-9.6,0.0,0.0,0.47,0.0,0.12,0.0,0.53,0.06,0.12,2023
Robert Williams,C,25,BOS,35.0,23.54,0.0,0.0,0.01,0.46,0.53,10.2,4.5,0.46,0.17,1.26,0.23,0.63,0.0,3.66,0.26,0.34,2023
Patrick Williams,PF,21,CHI,82.0,28.33,0.0,0.0,0.0,0.89,0.11,-1.8,-8.3,0.29,0.35,0.94,0.24,0.61,0.13,3.02,0.12,0.46,2023
Mark Williams,C,21,CHO,43.0,19.26,0.0,0.0,0.0,0.0,1.0,-4.3,1.9,0.23,0.28,1.23,0.37,1.09,0.02,1.0,0.23,0.47,2023
Kenrich Williams,PF,28,OKC,53.0,22.75,0.0,0.08,0.39,0.43,0.1,4.7,5.1,0.21,0.19,1.13,0.13,0.4,0.66,4.81,0.09,0.25,2023
Jeenathan Williams,SG,23,POR,5.0,25.4,0.03,0.88,0.09,0.0,0.0,-10.8,-7.4,0.4,0.0,1.8,0.2,0.4,0.0,4.6,0.2,0.4,2023
Jaylin Williams,C,20,OKC,49.0,18.65,0.0,0.0,0.0,0.0,1.0,-3.8,-6.5,0.35,0.08,1.31,0.27,0.53,0.98,3.78,0.08,0.35,2023
Jalen Williams,SG,21,OKC,75.0,30.35,0.09,0.71,0.2,0.01,0.0,-0.3,-3.3,0.56,0.55,1.32,0.21,1.32,0.27,8.05,0.33,0.69,2023
Grant Williams,PF,24,BOS,79.0,25.89,0.0,0.0,0.05,0.86,0.08,5.3,-2.7,0.34,0.25,1.29,0.22,0.61,0.25,4.22,0.15,0.28,2023
Donovan Williams,SG,21,ATL,2.0,2.0,0.0,0.0,1.0,0.0,0.0,83.3,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Alondes Williams,SG,23,BRK,1.0,5.0,0.0,0.0,1.0,0.0,0.0,-45.5,-46.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Lindell Wigginton,PG,24,MIL,7.0,12.43,1.0,0.0,0.0,0.0,0.0,-20.3,-24.4,1.29,0.29,0.86,0.14,0.71,0.57,4.71,0.14,0.29,2023
Andrew Wiggins,SF,27,GSW,37.0,32.16,0.0,0.01,0.73,0.26,0.0,5.3,5.0,0.62,0.32,1.59,0.27,1.03,0.27,5.92,0.32,0.57,2023
Aaron Wiggins,SG,24,OKC,70.0,18.53,0.04,0.39,0.47,0.09,0.0,2.4,1.8,0.33,0.29,0.93,0.07,0.57,0.09,2.84,0.16,0.47,2023
Joe Wieskamp,SF,23,TOR,9.0,5.56,0.23,0.31,0.46,0.0,0.0,5.6,4.5,0.0,0.11,0.11,0.0,0.0,0.0,0.78,0.0,0.11,2023
Obi Toppin,PF,24,NYK,67.0,15.67,0.0,0.0,0.0,1.0,0.0,2.9,-0.3,0.21,0.12,0.63,0.13,0.33,0.0,2.39,0.03,0.22,2023
Isaiah Todd,PF,21,WAS,6.0,10.17,0.0,0.0,0.05,0.16,0.8,-6.9,-5.7,0.0,0.17,0.33,0.17,0.0,0.0,1.83,0.0,0.17,2023
Xavier Tillman Sr.,C,24,MEM,61.0,19.34,0.0,0.0,0.0,0.44,0.56,-1.3,-7.0,0.25,0.23,0.9,0.18,0.74,0.05,3.72,0.2,0.56,2023
Ricky Rubio,PG,32,CLE,33.0,17.15,0.6,0.4,0.0,0.0,0.0,3.3,-2.7,0.76,0.09,0.67,0.0,0.42,0.45,8.52,0.06,0.36,2023
Landry Shamet,SG,25,PHO,40.0,20.18,0.41,0.59,0.0,0.0,0.0,1.7,-0.1,0.45,0.32,0.82,0.05,0.4,0.32,5.28,0.08,0.38,2023
Collin Sexton,PG,24,UTA,48.0,23.85,0.74,0.26,0.0,0.0,0.0,-0.9,0.3,0.83,0.54,1.06,0.17,1.92,0.58,6.96,0.5,1.06,2023
Alperen Şengün,C,20,HOU,75.0,28.95,0.0,0.0,0.0,0.0,1.0,-7.9,0.8,1.13,0.59,2.03,0.45,1.64,0.41,8.96,0.56,0.83,2023
Dereon Seabron,SG,22,NOP,5.0,2.4,0.0,0.0,0.55,0.45,0.0,45.5,43.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,2023
Jay Scrubb,SG,22,ORL,2.0,15.0,0.41,0.59,0.0,0.0,0.0,-29.6,-27.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,2023
Dennis Schröder,PG,29,LAL,66.0,30.09,1.0,0.0,0.0,0.0,0.0,2.9,4.7,1.17,0.36,0.92,0.12,1.3,0.45,10.86,0.3,0.68,2023
Admiral Schofield,PF,25,ORL,37.0,12.19,0.0,0.01,0.22,0.65,0.13,-9.1,-7.0,0.3,0.05,1.03,0.05,0.22,0.22,2.14,0.08,0.16,2023
Jordan Schakel,SF,24,WAS,2.0,3.0,0.0,0.16,0.84,0.0,0.0,33.3,34.7,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2023
Olivier Sarr,C,23,OKC,9.0,12.67,0.0,0.0,0.0,0.0,1.0,6.1,5.0,0.0,0.22,1.11,0.22,0.44,0.11,1.0,0.11,0.0,2023
Dario Šarić,PF-C,28,TOT,57.0,14.14,0.0,0.0,0.0,0.61,0.39,0.9,-1.0,0.39,0.23,1.16,0.18,0.74,0.05,3.05,0.32,0.32,2023
Luka Šamanić,PF,23,UTA,7.0,23.0,0.0,0.0,0.6,0.4,0.0,-0.8,0.4,0.86,0.14,1.29,0.29,1.0,0.0,4.71,0.14,0.43,2023
Domantas Sabonis,C,26,SAC,79.0,34.63,0.0,0.0,0.0,0.0,1.0,2.9,1.9,1.08,0.85,1.77,0.7,2.51,0.15,18.37,0.59,0.81,2023
Matt Ryan,SF,25,TOT,34.0,9.12,0.0,0.11,0.59,0.3,0.01,2.4,2.4,0.06,0.03,0.38,0.03,0.12,0.03,1.03,0.0,0.12,2023
D'Angelo Russell,PG,26,TOT,71.0,32.45,0.91,0.09,0.0,0.0,0.0,1.4,0.5,1.85,0.48,0.79,0.11,1.11,0.25,14.25,0.23,0.32,2023
Terry Rozier,SG,28,CHO,63.0,35.25,0.32,0.65,0.03,0.0,0.0,-6.3,-1.1,0.89,0.63,0.83,0.24,1.48,0.6,12.0,0.37,1.02,2023
Matisse Thybulle,SF-SG,25,TOT,71.0,16.9,0.04,0.51,0.43,0.02,0.0,1.8,1.6,0.24,0.04,0.73,0.04,0.23,0.15,1.87,0.06,0.1,2023
Terrence Ross,SG,31,TOT,63.0,21.11,0.1,0.52,0.33,0.05,0.0,-3.4,-2.2,0.37,0.13,0.92,0.05,0.25,0.13,3.62,0.08,0.25,2023
Derrick Rose,PG,34,NYK,27.0,12.52,0.91,0.09,0.0,0.0,0.0,-2.9,-6.6,0.44,0.19,0.37,0.07,0.22,0.07,3.93,0.04,0.48,2023
David Roddy,PF,21,MEM,70.0,17.97,0.0,0.03,0.6,0.36,0.01,-2.0,-8.2,0.3,0.21,0.93,0.13,0.46,0.11,2.0,0.1,0.34,2023
Isaiah Roby,PF,24,SAS,42.0,11.29,0.0,0.0,0.19,0.67,0.14,-11.7,-1.9,0.31,0.24,0.79,0.07,0.5,0.07,2.07,0.14,0.17,2023
Jeremiah Robinson-Earl,PF,22,OKC,43.0,18.93,0.0,0.0,0.1,0.42,0.47,0.1,-1.4,0.14,0.12,1.07,0.05,0.51,0.05,2.42,0.05,0.3,2023
Orlando Robinson,C,22,MIA,31.0,13.71,0.0,0.0,0.0,0.04,0.96,4.0,4.7,0.13,0.16,0.77,0.19,0.45,0.1,2.03,0.1,0.26,2023
Mitchell Robinson,C,24,NYK,59.0,26.97,0.0,0.0,0.0,0.0,1.0,6.5,5.4,0.19,0.2,1.95,0.15,0.98,0.05,2.25,0.14,0.46,2023
Duncan Robinson,SF,28,MIA,42.0,16.45,0.01,0.06,0.55,0.38,0.0,-4.5,-5.2,0.48,0.02,1.17,0.1,0.26,0.17,2.52,0.1,0.12,2023
Austin Rivers,SG,30,MIN,52.0,19.54,0.35,0.63,0.02,0.0,0.0,-5.8,-7.6,0.19,0.12,0.94,0.02,0.38,0.31,3.54,0.1,0.25,2023
Josh Richardson,SG,29,TOT,65.0,23.54,0.23,0.7,0.06,0.01,0.0,-5.1,1.2,0.74,0.22,0.95,0.14,0.42,0.18,6.32,0.14,0.14,2023
Nick Richards,C,25,CHO,65.0,18.72,0.0,0.0,0.0,0.0,1.0,-3.8,2.9,0.15,0.18,1.12,0.51,1.52,0.08,1.37,0.52,0.58,2023
Jared Rhoden,SG,23,DET,14.0,14.14,0.0,0.06,0.62,0.32,0.0,1.3,10.2,0.07,0.0,0.79,0.14,0.14,0.0,0.64,0.0,0.36,2023
Naz Reid,C,23,MIN,68.0,18.4,0.0,0.0,0.0,0.21,0.79,-4.6,-6.6,0.5,0.31,1.76,0.25,0.9,0.13,2.74,0.28,0.49,2023
Paul Reed,C,23,PHI,69.0,10.94,0.0,0.0,0.0,0.01,0.99,0.8,-4.9,0.14,0.2,1.17,0.14,0.39,0.04,0.94,0.1,0.25,2023
Day'Ron Sharpe,C,21,BRK,48.0,11.5,0.0,0.0,0.0,0.0,1.0,-10.3,-13.5,0.27,0.23,0.98,0.33,0.52,0.0,1.77,0.12,0.35,2023
Shaedon Sharpe,SG,19,POR,80.0,22.24,0.09,0.61,0.3,0.0,0.0,-7.7,-7.3,0.4,0.38,0.8,0.1,0.6,0.1,2.86,0.14,0.39,2023
Pascal Siakam,PF,28,TOR,71.0,37.35,0.0,0.0,0.04,0.61,0.35,2.2,3.1,1.03,0.63,1.45,0.44,3.23,0.11,14.45,0.73,0.49,2023
Chris Silva,PF,26,DAL,1.0,3.0,0.0,0.0,0.0,1.0,0.0,12.5,12.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2023
JT Thor,PF,20,CHO,69.0,14.04,0.0,0.0,0.03,0.94,0.03,-6.6,-1.0,0.29,0.17,0.67,0.06,0.28,0.01,1.23,0.03,0.19,2023
Klay Thompson,SF,32,GSW,69.0,33.03,0.0,0.26,0.71,0.03,0.0,3.1,3.1,0.83,0.35,1.06,0.17,0.77,0.04,5.52,0.16,0.48,2023
Cam Thomas,SG,21,BRK,57.0,16.63,0.09,0.56,0.32,0.03,0.0,-1.3,-3.3,0.39,0.32,0.56,0.07,1.33,0.18,3.28,0.32,0.25,2023
Daniel Theis,C,30,IND,7.0,15.57,0.0,0.0,0.0,0.0,1.0,-8.9,-5.6,0.0,0.0,0.57,0.14,1.0,0.0,3.29,0.29,0.43,2023
Dalen Terry,SG,20,CHI,38.0,5.63,0.0,0.22,0.61,0.18,0.0,2.8,1.2,0.05,0.05,0.39,0.03,0.26,0.11,1.53,0.03,0.18,2023
Garrett Temple,SG,36,NOP,25.0,6.48,0.0,0.22,0.78,0.01,0.0,-3.0,-5.4,0.12,0.0,0.36,0.0,0.08,0.0,1.16,0.0,0.08,2023
Terry Taylor,PF,23,TOT,31.0,8.52,0.0,0.08,0.1,0.73,0.09,4.4,7.2,0.03,0.06,0.23,0.1,0.19,0.03,0.9,0.03,0.19,2023
Jayson Tatum,SF,24,BOS,74.0,36.92,0.0,0.13,0.53,0.34,0.0,8.3,5.5,1.07,1.05,0.62,0.43,3.45,0.04,11.81,0.68,0.78,2023
Jae'Sean Tate,SF,27,HOU,31.0,21.84,0.0,0.38,0.55,0.07,0.0,-7.1,1.5,0.52,0.26,1.58,0.39,0.97,0.42,6.9,0.29,0.81,2023
Cole Swider,SF,23,LAL,7.0,5.86,0.0,0.0,0.1,0.8,0.1,-1.6,-2.2,0.0,0.0,0.29,0.0,0.0,0.0,1.43,0.0,0.0,2023
Edmond Sumner,SG,27,BRK,53.0,13.89,0.42,0.48,0.1,0.01,0.0,2.9,2.0,0.47,0.25,0.72,0.06,1.06,0.19,2.92,0.26,0.47,2023
Jalen Suggs,SG,21,ORL,53.0,23.51,0.32,0.59,0.09,0.0,0.0,-2.4,0.6,1.04,0.4,1.02,0.21,0.92,0.51,6.91,0.28,0.55,2023
Max Strus,SF,26,MIA,80.0,28.4,0.0,0.16,0.57,0.27,0.0,-4.1,-9.1,0.5,0.16,1.3,0.11,0.42,0.22,4.96,0.1,0.29,2023
Isaiah Stewart,C,21,DET,50.0,28.28,0.0,0.0,0.0,0.46,0.55,-8.4,0.2,0.34,0.32,1.4,0.36,1.28,0.1,3.4,0.22,0.4,2023
Lamar Stevens,SF,25,CLE,62.0,18.06,0.0,0.11,0.58,0.32,0.0,1.8,-5.4,0.11,0.19,0.74,0.03,0.44,0.1,1.32,0.08,0.48,2023
Jaden Springer,SG,20,PHI,16.0,5.56,0.95,0.05,0.0,0.0,0.0,-0.4,-5.3,0.12,0.06,0.69,0.0,0.19,0.0,1.19,0.0,0.19,2023
Jeremy Sochan,PF,19,SAS,56.0,26.04,0.0,0.0,0.02,0.95,0.03,-7.6,3.8,0.84,0.48,1.04,0.18,1.11,0.12,6.07,0.32,0.86,2023
Xavier Sneed,SF,25,CHO,4.0,12.0,0.0,0.19,0.58,0.24,0.0,-23.9,-18.3,0.0,0.5,1.0,0.25,0.25,0.25,2.75,0.0,0.25,2023
Jalen Smith,C,22,IND,68.0,18.81,0.0,0.0,0.0,0.29,0.71,-4.5,-1.5,0.28,0.32,1.43,0.28,1.0,0.18,2.34,0.28,0.57,2023
Jabari Smith Jr.,PF,19,HOU,79.0,31.03,0.0,0.0,0.0,0.88,0.12,-11.5,-8.5,0.52,0.46,1.73,0.16,1.08,0.15,2.85,0.19,0.44,2023
Ish Smith,PG,34,DEN,43.0,9.26,1.0,0.0,0.0,0.0,0.0,-4.1,-8.3,0.7,0.26,0.44,0.02,0.05,0.09,5.6,0.0,0.14,2023
Dru Smith,SG,25,TOT,15.0,10.53,0.58,0.41,0.01,0.0,0.0,-8.4,-9.2,0.07,0.07,0.93,0.0,0.13,0.07,3.4,0.07,0.2,2023
Dennis Smith Jr.,PG,25,CHO,54.0,25.74,0.98,0.02,0.0,0.0,0.0,-1.6,6.4,0.96,0.3,1.17,0.09,0.85,0.11,11.37,0.09,0.69,2023
Marcus Smart,PG,28,BOS,61.0,32.08,0.98,0.02,0.0,0.0,0.0,5.9,-1.4,1.43,0.36,1.3,0.31,0.79,0.85,14.98,0.18,0.3,2023
Jericho Sims,C,24,NYK,52.0,15.62,0.0,0.0,0.0,0.17,0.83,-6.3,-11.8,0.12,0.1,1.21,0.21,0.15,0.02,1.15,0.08,0.12,2023
Anfernee Simons,SG,23,POR,62.0,35.02,0.42,0.58,0.0,0.0,0.0,-1.2,5.4,1.05,0.55,1.18,0.24,1.11,0.18,9.6,0.29,0.68,2023
Marko Simonovic,C,23,CHI,7.0,2.86,0.0,0.0,0.0,0.24,0.76,36.0,34.6,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,2023
Kobi Simmons,SG,25,CHO,5.0,5.6,0.59,0.41,0.0,0.0,0.0,-36.9,-31.4,0.0,0.0,0.0,0.0,0.2,0.2,2.2,0.0,0.0,2023
Ben Simmons,PG,26,BRK,42.0,26.31,0.25,0.71,0.04,0.0,0.0,2.6,1.8,1.14,0.38,1.31,0.57,0.52,0.19,15.0,0.19,0.24,2023
Christian Koloko,C,22,TOR,58.0,13.83,0.0,0.0,0.0,0.0,1.0,8.5,9.2,0.09,0.07,1.43,0.17,0.43,0.03,1.24,0.05,0.34,2023
Ryan Rollins,PG,20,GSW,12.0,5.17,1.0,0.0,0.0,0.0,0.0,-37.3,-39.8,0.58,0.42,0.25,0.08,0.0,0.0,1.17,0.0,0.17,2023
Nathan Knight,C,25,MIN,38.0,7.66,0.0,0.0,0.0,0.33,0.67,-2.8,-2.8,0.11,0.24,0.63,0.13,0.79,0.0,0.89,0.13,0.18,2023
Michael Carter-Williams,PG,31,ORL,4.0,11.0,0.95,0.05,0.0,0.0,0.0,-31.4,-28.9,0.75,0.0,1.0,0.25,1.0,0.0,4.0,0.25,0.5,2023
Mike Conley,PG,35,TOT,67.0,30.28,0.99,0.01,0.0,0.0,0.0,0.8,2.1,1.13,0.28,1.12,0.04,0.91,0.64,16.27,0.22,0.21,2023
Chance Comanche,C,26,POR,1.0,21.0,0.0,0.0,0.0,0.64,0.36,-65.1,-61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Zach Collins,C,25,SAS,63.0,22.87,0.0,0.0,0.0,0.02,0.99,-8.1,3.1,0.86,0.37,1.87,0.63,0.94,0.21,6.52,0.25,0.56,2023
John Collins,PF,25,ATL,71.0,30.0,0.0,0.0,0.0,0.92,0.08,-0.3,-1.6,0.34,0.39,2.11,0.25,1.28,0.28,3.01,0.3,0.65,2023
Amir Coffey,SF,25,LAC,50.0,12.5,0.01,0.07,0.74,0.18,0.01,-8.8,-11.3,0.22,0.14,0.64,0.04,0.58,0.14,2.54,0.1,0.32,2023
Nic Claxton,C,23,BRK,76.0,29.88,0.0,0.0,0.0,0.0,1.0,5.2,9.1,0.28,0.28,1.38,0.41,1.57,0.18,4.61,0.46,0.38,2023
Jordan Clarkson,SG,30,UTA,61.0,32.59,0.13,0.56,0.3,0.02,0.0,0.2,2.6,1.59,0.8,0.85,0.18,1.62,0.1,10.85,0.41,0.85,2023
Brandon Clarke,PF,26,MEM,56.0,19.46,0.0,0.0,0.09,0.82,0.09,0.3,-4.6,0.21,0.18,1.29,0.39,1.27,0.05,3.05,0.45,0.32,2023
Josh Christopher,SG,21,HOU,64.0,12.28,0.05,0.81,0.14,0.0,0.0,-15.0,-8.3,0.44,0.34,0.55,0.09,0.44,0.03,2.7,0.11,0.31,2023
Max Christie,SG,19,LAL,41.0,12.49,0.0,0.26,0.68,0.06,0.0,-8.5,-10.4,0.2,0.02,0.63,0.02,0.17,0.02,1.22,0.0,0.15,2023
Kennedy Chandler,PG,20,MEM,36.0,7.81,1.0,0.0,0.0,0.0,0.0,-7.8,-12.3,0.19,0.22,0.17,0.0,0.17,0.06,3.56,0.06,0.31,2023
Justin Champagnie,SF,21,TOT,5.0,6.8,0.0,0.29,0.57,0.13,0.0,-8.2,-13.1,0.0,0.0,0.2,0.0,0.0,0.2,1.8,0.0,0.4,2023
Julian Champagnie,SF,21,TOT,17.0,18.82,0.01,0.16,0.6,0.24,0.0,-10.1,-0.3,0.24,0.29,1.12,0.06,0.53,0.06,1.41,0.29,0.29,2023
Alex Caruso,PG,28,CHI,67.0,23.51,0.61,0.39,0.0,0.0,0.0,6.0,7.2,0.76,0.27,1.22,0.04,0.51,0.7,6.7,0.1,0.22,2023
Wendell Carter Jr.,C,23,ORL,57.0,29.65,0.0,0.0,0.0,0.06,0.94,-1.5,2.3,0.61,0.49,1.44,0.53,1.37,0.07,5.28,0.3,0.32,2023
Xavier Cooks,PF,27,WAS,10.0,12.6,0.0,0.0,0.09,0.91,0.0,4.7,6.1,0.1,0.5,0.7,0.1,0.3,0.1,1.5,0.0,0.3,2023
Jevon Carter,PG,27,MIL,81.0,22.35,0.99,0.01,0.0,0.0,0.0,3.4,-0.3,0.54,0.22,0.93,0.01,0.12,0.07,6.07,0.02,0.2,2023
Vernon Carey Jr.,C,21,WAS,11.0,2.55,0.0,0.0,0.0,0.0,1.0,-19.0,-17.8,0.09,0.0,0.45,0.0,0.09,0.0,0.64,0.0,0.09,2023
Clint Capela,C,28,ATL,65.0,26.62,0.0,0.0,0.0,0.0,1.0,-0.5,-1.7,0.26,0.15,1.09,0.23,1.06,0.28,2.11,0.26,0.4,2023
