Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Fouls Commited Shoot,Fouls Commited Off,Fouls Drawn Shoot,Fouls Drawn Off,PGA,And1,Blkd,Season
Marcus Smart,PG,26,BOS,48.0,32.94,0.45,0.55,0.0,0.0,0.0,2.7,3.3,1.25,0.42,1.17,0.15,1.33,0.65,13.71,0.17,0.21,2021
Alen Smailagić,PF,20,GSW,15.0,5.6,0.0,0.0,0.0,0.2,0.8,-15.4,-16.7,0.27,0.07,0.47,0.0,0.07,0.0,0.6,0.0,0.13,2021
Deividas Sirvydis,SG,20,DET,20.0,6.65,0.0,0.45,0.56,0.0,0.0,-11.6,-7.4,0.05,0.05,0.25,0.05,0.1,0.0,0.7,0.0,0.1,2021
Anfernee Simons,SG,21,POR,64.0,17.25,0.62,0.38,0.0,0.0,0.0,0.4,-2.2,0.33,0.22,0.81,0.05,0.39,0.05,3.62,0.05,0.27,2021
Ben Simmons,PG,24,PHI,58.0,32.36,0.98,0.02,0.0,0.0,0.0,8.5,6.2,1.48,0.74,1.1,0.59,2.17,0.33,17.41,0.43,0.78,2021
Chris Silva,PF,24,TOT,15.0,6.13,0.0,0.0,0.0,0.49,0.51,0.3,0.6,0.2,0.13,0.93,0.2,0.4,0.07,0.93,0.0,0.2,2021
Pascal Siakam,PF,26,TOR,56.0,35.82,0.0,0.0,0.03,0.79,0.18,2.9,8.6,1.0,0.55,1.05,0.46,2.64,0.18,11.55,0.66,1.12,2021
Iman Shumpert,SG,30,BRK,2.0,5.5,0.0,0.0,1.0,0.0,0.0,-0.2,-5.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Landry Shamet,SG,23,BRK,61.0,23.0,0.1,0.43,0.42,0.06,0.0,2.4,-4.2,0.44,0.15,0.8,0.08,0.49,0.2,3.93,0.07,0.38,2021
Collin Sexton,SG,22,CLE,60.0,35.25,0.42,0.57,0.0,0.0,0.0,-9.2,-1.9,1.07,0.98,0.97,0.37,2.72,0.37,10.38,0.65,1.62,2021
Jay Scrubb,SG,20,LAC,4.0,21.0,0.0,0.11,0.75,0.13,0.0,1.2,-5.5,0.75,0.25,0.5,0.0,0.5,0.5,0.5,0.25,1.0,2021
Mike Scott,PF,32,PHI,51.0,16.71,0.0,0.0,0.03,0.9,0.07,-0.3,-7.8,0.18,0.1,0.73,0.06,0.1,0.1,1.96,0.02,0.16,2021
Dennis Schröder,SG,27,LAL,61.0,32.07,0.42,0.54,0.04,0.0,0.0,2.5,-0.4,1.59,0.67,0.89,0.2,1.57,0.46,14.02,0.21,1.21,2021
Tomáš Satoranský,SG,29,CHI,58.0,22.53,0.03,0.44,0.45,0.08,0.0,0.3,1.7,1.21,0.29,0.79,0.09,0.64,0.22,11.07,0.24,0.26,2021
Dario Šarić,C,26,PHO,50.0,17.42,0.0,0.0,0.0,0.19,0.82,11.4,7.1,0.46,0.34,1.18,0.18,0.88,0.18,3.12,0.14,0.6,2021
JaKarr Sampson,PF,27,IND,29.0,10.9,0.0,0.0,0.17,0.47,0.35,0.4,0.5,0.14,0.14,0.93,0.03,0.55,0.1,0.31,0.14,0.24,2021
Luka Šamanić,PF,21,SAS,33.0,9.33,0.0,0.0,0.0,0.9,0.1,-5.6,-4.3,0.18,0.15,0.82,0.12,0.42,0.06,0.97,0.12,0.24,2021
Domantas Sabonis,PF,24,IND,62.0,35.98,0.0,0.0,0.0,0.51,0.5,-2.0,-5.3,1.29,1.06,1.4,0.66,2.45,0.15,16.26,0.73,0.87,2021
Frank Kaminsky,C,27,PHO,47.0,15.21,0.0,0.0,0.0,0.0,1.0,4.3,-2.3,0.28,0.13,0.91,0.02,0.66,0.15,4.0,0.13,0.45,2021
Larry Nance Jr.,PF,28,CLE,35.0,31.17,0.0,0.01,0.13,0.84,0.02,-6.5,2.8,0.83,0.4,0.97,0.2,0.49,0.14,7.31,0.03,0.34,2021
Cory Joseph,PG,29,TOT,63.0,22.95,0.61,0.39,0.0,0.0,0.0,-5.7,-2.7,0.75,0.33,0.97,0.11,0.52,0.25,8.13,0.13,0.38,2021
Bruno Caboclo,PF,25,HOU,6.0,6.0,0.0,0.0,0.0,0.33,0.67,1.3,9.4,0.5,0.0,0.67,0.0,0.0,0.17,0.5,0.0,0.17,2021
Marquese Chriss,PF,23,GSW,2.0,13.5,0.0,0.0,0.0,0.09,0.91,-44.3,-45.5,0.5,0.0,0.5,0.5,1.0,0.0,2.5,0.0,0.5,2021
Chris Chiozza,PG,25,BRK,22.0,10.55,1.0,0.0,0.0,0.0,0.0,5.4,0.5,0.55,0.09,0.41,0.05,0.27,0.05,6.86,0.05,0.36,2021
Willie Cauley-Stein,C,27,DAL,53.0,17.09,0.0,0.0,0.0,0.15,0.85,7.9,7.6,0.28,0.13,1.6,0.09,0.7,0.15,1.62,0.11,0.23,2021
Alex Caruso,PG,26,LAL,58.0,20.97,1.0,0.0,0.0,0.0,0.0,4.7,3.2,0.93,0.24,0.93,0.09,0.62,0.55,6.6,0.12,0.4,2021
Michael Carter-Williams,SG,29,ORL,31.0,25.81,0.71,0.28,0.01,0.0,0.0,-2.7,8.1,1.06,0.74,0.97,0.26,1.29,0.9,10.03,0.45,0.68,2021
Wendell Carter Jr.,C,21,TOT,54.0,25.46,0.0,0.0,0.0,0.09,0.91,-9.3,-6.4,0.41,0.41,1.44,0.37,1.56,0.09,4.67,0.33,0.63,2021
Jevon Carter,PG,25,PHO,60.0,11.95,0.18,0.8,0.02,0.0,0.0,3.9,-2.7,0.15,0.07,0.5,0.02,0.07,0.05,2.95,0.03,0.12,2021
Vernon Carey Jr.,C,19,CHO,19.0,6.05,0.0,0.0,0.0,0.0,1.0,-7.2,-5.2,0.11,0.05,0.37,0.11,0.21,0.05,0.21,0.05,0.16,2021
Clint Capela,C,26,ATL,63.0,30.13,0.0,0.0,0.0,0.0,1.0,7.4,10.5,0.19,0.29,1.14,0.4,1.67,0.03,1.89,0.33,0.79,2021
Devin Cannady,PG,24,ORL,8.0,9.25,1.0,0.0,0.0,0.0,0.0,-12.7,-3.8,0.0,0.25,0.38,0.0,0.12,0.0,0.38,0.0,0.0,2021
Vlatko Čančar,PF,23,DEN,41.0,6.85,0.0,0.04,0.48,0.34,0.15,-17.0,-23.8,0.2,0.07,0.24,0.0,0.15,0.02,0.83,0.07,0.12,2021
Facundo Campazzo,PG,29,DEN,65.0,21.92,1.0,0.0,0.0,0.0,0.0,3.3,-2.5,0.77,0.15,0.66,0.11,0.45,0.42,8.85,0.14,0.12,2021
Kentavious Caldwell-Pope,SG,27,LAL,67.0,28.39,0.03,0.39,0.54,0.04,0.0,2.8,0.4,0.51,0.24,0.78,0.09,0.63,0.33,4.55,0.15,0.33,2021
Devontae Cacok,PF,24,LAL,20.0,4.9,0.0,0.0,0.04,0.73,0.23,16.6,14.4,0.1,0.05,0.2,0.05,0.25,0.0,0.1,0.05,0.2,2021
Jimmy Butler,SF,31,MIA,52.0,33.56,0.0,0.0,0.7,0.3,0.0,5.4,10.7,1.29,0.42,0.58,0.29,3.5,0.21,17.17,0.73,0.81,2021
Brandon Clarke,PF,24,MEM,59.0,23.98,0.0,0.0,0.18,0.74,0.08,0.2,-1.9,0.22,0.2,0.85,0.07,1.15,0.12,3.75,0.49,0.53,2021
Alec Burks,SG,29,NYK,49.0,25.61,0.01,0.27,0.73,0.01,0.0,5.2,4.2,0.67,0.18,1.06,0.04,1.0,0.16,5.31,0.24,0.63,2021
Trey Burke,PG,28,DAL,62.0,14.69,0.99,0.01,0.0,0.0,0.0,0.6,-2.2,0.35,0.06,0.53,0.05,0.35,0.15,3.27,0.06,0.27,2021
Reggie Bullock,SF,29,NYK,65.0,29.98,0.0,0.02,0.96,0.02,0.0,1.9,-1.3,0.42,0.15,1.18,0.06,0.17,0.09,3.66,0.0,0.2,2021
Thomas Bryant,C,23,WAS,10.0,27.1,0.0,0.0,0.0,0.0,1.0,-3.3,-1.6,0.2,0.4,1.8,0.4,1.6,0.3,3.5,1.0,0.2,2021
Elijah Bryant,SG,25,MIL,1.0,32.0,0.12,0.58,0.2,0.1,0.0,14.4,8.9,1.0,2.0,2.0,0.0,2.0,0.0,8.0,1.0,0.0,2021
Jalen Brunson,PG,24,DAL,68.0,24.96,0.78,0.22,0.0,0.0,0.0,4.4,4.2,0.78,0.19,0.54,0.15,0.87,0.5,8.85,0.22,0.25,2021
Troy Brown Jr.,SF,21,TOT,34.0,15.41,0.0,0.25,0.69,0.06,0.0,1.5,3.1,0.35,0.12,0.68,0.12,0.35,0.12,2.06,0.21,0.21,2021
Sterling Brown,SG,25,HOU,51.0,24.1,0.04,0.42,0.52,0.02,0.0,-6.1,3.1,0.51,0.18,1.14,0.06,0.24,0.04,3.49,0.06,0.31,2021
Moses Brown,C,21,OKC,43.0,21.4,0.0,0.0,0.0,0.0,1.0,-19.1,-11.3,0.12,0.33,1.28,0.26,1.42,0.05,0.53,0.33,0.65,2021
Jaylen Brown,SG,24,BOS,58.0,34.47,0.01,0.51,0.47,0.01,0.0,1.2,0.6,0.97,1.09,1.0,0.36,1.97,0.12,8.0,0.59,1.07,2021
Charlie Brown Jr.,SG,23,OKC,9.0,16.89,0.6,0.39,0.01,0.0,0.0,-12.1,-1.3,0.11,0.33,1.0,0.0,0.56,0.33,2.22,0.11,0.22,2021
Bruce Brown,PG,24,BRK,65.0,22.32,0.33,0.65,0.02,0.0,0.0,5.2,0.4,0.42,0.29,1.09,0.03,0.86,0.02,4.08,0.17,0.6,2021
Dillon Brooks,SF,25,MEM,67.0,29.81,0.0,0.12,0.81,0.06,0.0,4.4,7.2,0.88,0.51,1.46,0.24,1.39,0.19,5.34,0.33,0.6,2021
Armoni Brooks,SG,22,HOU,20.0,26.0,0.58,0.4,0.02,0.0,0.0,-13.4,-6.2,0.55,0.15,1.0,0.15,0.25,0.0,3.75,0.0,0.3,2021
Gary Clark,SF-PF,26,TOT,39.0,16.77,0.0,0.03,0.42,0.55,0.0,-8.4,0.4,0.33,0.0,0.67,0.0,0.1,0.1,1.95,0.05,0.13,2021
Jordan Clarkson,SG,28,UTA,68.0,26.74,0.24,0.75,0.01,0.0,0.0,7.9,-3.5,0.6,0.62,0.54,0.19,0.9,0.06,6.15,0.24,0.57,2021
Oshae Brissett,SF,22,IND,21.0,24.71,0.0,0.01,0.4,0.41,0.19,5.5,6.6,0.1,0.29,1.24,0.05,1.52,0.1,2.24,0.24,0.29,2021
Ed Davis,C,31,MIN,23.0,13.0,0.0,0.0,0.0,0.0,1.0,-7.8,-2.6,0.04,0.0,1.57,0.26,0.26,0.09,2.3,0.0,0.35,2021
Devon Dotson,PG,21,CHI,11.0,4.55,1.0,0.0,0.0,0.0,0.0,31.4,32.7,0.0,0.0,0.09,0.0,0.0,0.09,1.64,0.0,0.18,2021
Damyean Dotson,SG,26,CLE,46.0,19.72,0.33,0.47,0.2,0.01,0.0,-11.9,-4.8,0.54,0.2,0.46,0.09,0.37,0.04,4.67,0.07,0.3,2021
Luguentz Dort,SG,21,OKC,52.0,29.67,0.28,0.71,0.01,0.0,0.0,-7.7,5.6,0.6,0.44,0.96,0.33,1.5,1.1,4.19,0.33,0.92,2021
Luka Dončić,PG,21,DAL,66.0,34.27,0.52,0.44,0.04,0.0,0.0,3.3,3.0,2.76,1.05,1.11,0.21,3.18,0.11,20.83,0.79,0.77,2021
Donte DiVincenzo,SG,24,MIL,66.0,27.48,0.08,0.84,0.09,0.0,0.0,7.3,3.7,0.79,0.29,0.74,0.18,0.39,0.26,7.15,0.05,0.47,2021
Spencer Dinwiddie,SG,27,BRK,3.0,21.33,0.01,0.98,0.01,0.0,0.0,28.7,24.2,1.33,0.0,0.33,0.33,1.0,0.0,8.0,0.0,0.0,2021
Gorgui Dieng,C,31,TOT,38.0,14.53,0.0,0.0,0.0,0.0,1.0,-6.6,-7.5,0.26,0.18,0.84,0.24,0.84,0.08,2.92,0.18,0.18,2021
Hamidou Diallo,SG-SF,22,TOT,52.0,23.58,0.11,0.38,0.48,0.03,0.0,-7.8,1.2,0.6,0.31,1.1,0.31,1.94,0.13,4.77,0.5,0.63,2021
Mamadi Diakite,PF,24,MIL,14.0,10.07,0.0,0.0,0.0,0.13,0.87,5.4,-0.2,0.07,0.07,0.71,0.07,0.43,0.14,1.43,0.0,0.29,2021
DeMar DeRozan,PF,31,SAS,61.0,33.7,0.0,0.0,0.31,0.69,0.0,-2.5,-1.9,0.9,0.8,1.08,0.08,3.61,0.25,17.11,0.84,0.98,2021
Matthew Dellavedova,PG,30,CLE,13.0,17.23,0.73,0.27,0.0,0.0,0.0,-2.7,6.1,0.38,0.08,0.54,0.0,0.08,0.08,10.77,0.0,0.38,2021
Dewayne Dedmon,C,31,MIA,16.0,13.12,0.0,0.0,0.0,0.0,1.0,15.9,16.9,0.12,0.31,1.12,0.25,0.81,0.06,2.0,0.31,0.19,2021
Gabriel Deck,PF,25,OKC,10.0,21.2,0.0,0.0,0.14,0.48,0.39,-12.6,-1.9,0.1,0.3,0.2,0.0,1.0,0.1,6.0,0.2,0.2,2021
Terence Davis,SG,23,TOT,61.0,17.61,0.06,0.48,0.46,0.01,0.0,-2.6,-0.4,0.57,0.26,0.72,0.1,0.44,0.03,3.31,0.15,0.49,2021
Anthony Davis,PF,27,LAL,36.0,32.28,0.0,0.0,0.0,0.91,0.1,4.9,3.4,0.81,0.81,0.92,0.17,2.25,0.17,7.39,0.5,0.67,2021
Nic Claxton,C,21,BRK,32.0,18.56,0.0,0.0,0.0,0.01,0.99,13.6,10.4,0.19,0.22,1.22,0.12,1.16,0.09,2.12,0.31,0.34,2021
Nate Darling,SG,22,CHO,7.0,3.71,0.27,0.65,0.08,0.0,0.0,-66.9,-65.2,0.0,0.0,0.0,0.0,0.0,0.14,0.29,0.0,0.0,2021
Stephen Curry,PG,32,GSW,63.0,34.16,1.0,0.0,0.0,0.0,0.0,4.0,8.6,1.83,0.92,0.73,0.21,2.41,0.22,13.38,0.71,0.89,2021
Seth Curry,SG,30,PHI,57.0,28.74,0.18,0.81,0.01,0.0,0.0,8.0,4.4,0.53,0.26,0.54,0.14,0.37,0.14,6.42,0.09,0.28,2021
Jarrett Culver,SG,21,MIN,34.0,14.68,0.01,0.07,0.75,0.18,0.0,-11.0,-6.5,0.32,0.24,1.03,0.09,0.62,0.15,1.79,0.06,0.47,2021
Jae Crowder,PF,30,PHO,60.0,27.47,0.0,0.0,0.25,0.75,0.0,7.1,1.8,0.7,0.05,1.07,0.12,0.53,0.3,4.95,0.12,0.23,2021
Torrey Craig,SF,30,TOT,50.0,16.06,0.0,0.02,0.52,0.45,0.0,-2.5,-9.7,0.16,0.12,0.86,0.1,0.18,0.1,2.36,0.0,0.22,2021
Robert Covington,PF,30,POR,70.0,32.04,0.0,0.0,0.14,0.86,0.01,4.4,7.0,0.4,0.09,1.67,0.21,0.33,0.19,4.27,0.03,0.23,2021
DeMarcus Cousins,C,30,TOT,41.0,17.39,0.0,0.0,0.0,0.0,1.0,-4.1,0.0,0.73,0.39,1.37,0.29,0.8,0.24,4.56,0.22,0.54,2021
Tyler Cook,SF-PF,23,TOT,32.0,13.69,0.0,0.0,0.01,0.76,0.23,-4.0,0.0,0.25,0.16,0.41,0.12,0.66,0.0,1.28,0.22,0.25,2021
Quinn Cook,PG,27,TOT,23.0,6.83,1.0,0.0,0.0,0.0,0.0,-1.5,2.6,0.22,0.09,0.26,0.0,0.17,0.0,1.91,0.09,0.3,2021
Pat Connaughton,SG,28,MIL,69.0,22.83,0.01,0.36,0.6,0.03,0.0,7.0,2.6,0.29,0.09,0.91,0.06,0.22,0.16,2.83,0.03,0.23,2021
Mike Conley,PG,33,UTA,51.0,29.37,1.0,0.0,0.0,0.0,0.0,17.0,13.2,1.33,0.47,0.57,0.1,1.14,0.43,15.06,0.16,0.47,2021
John Collins,PF,23,ATL,63.0,29.33,0.0,0.0,0.0,0.86,0.14,4.7,4.5,0.37,0.46,1.62,0.33,1.48,0.21,2.98,0.49,0.84,2021
Amir Coffey,SG,23,LAC,44.0,8.95,0.0,0.16,0.74,0.09,0.0,-2.4,-10.0,0.16,0.11,0.3,0.0,0.32,0.05,1.27,0.02,0.16,2021
Malcolm Brogdon,PG,28,IND,56.0,34.46,0.57,0.38,0.06,0.0,0.0,-0.7,-1.5,1.36,0.48,0.71,0.12,1.2,0.09,14.09,0.32,1.18,2021
Amida Brimah,C,26,IND,5.0,5.8,0.0,0.0,0.0,0.06,0.94,37.6,38.0,0.4,0.0,0.4,0.2,0.4,0.0,0.4,0.2,0.0,2021
PJ Dozier,SG,24,DEN,50.0,21.76,0.06,0.53,0.36,0.04,0.0,10.1,7.6,0.4,0.34,0.88,0.08,0.7,0.2,4.44,0.2,0.5,2021
OG Anunoby,SF,23,TOR,43.0,33.33,0.0,0.05,0.63,0.31,0.01,3.4,7.0,0.6,0.47,1.23,0.37,1.12,0.16,5.49,0.16,0.88,2021
RJ Barrett,SG,20,NYK,72.0,34.88,0.05,0.79,0.16,0.0,0.0,2.6,0.4,1.07,0.49,1.18,0.19,1.85,0.18,7.22,0.39,1.19,2021
Harrison Barnes,PF,28,SAC,58.0,36.24,0.0,0.0,0.31,0.66,0.03,-1.1,6.5,0.79,0.55,0.62,0.19,1.74,0.19,8.57,0.43,0.41,2021
Desmond Bane,SG,22,MEM,68.0,22.34,0.01,0.47,0.48,0.04,0.0,-0.3,-2.8,0.37,0.18,0.97,0.09,0.24,0.04,4.22,0.1,0.51,2021
Mo Bamba,C,22,ORL,46.0,15.76,0.0,0.0,0.0,0.0,1.0,-13.4,-5.6,0.22,0.26,1.24,0.22,0.74,0.07,1.83,0.2,0.39,2021
Lonzo Ball,PG,23,NOP,55.0,31.76,0.93,0.07,0.0,0.0,0.0,0.8,2.7,1.42,0.36,0.75,0.29,0.42,0.11,13.04,0.09,0.29,2021
LaMelo Ball,PG,19,CHO,51.0,28.8,0.7,0.3,0.0,0.0,0.0,-4.1,-3.4,2.0,0.51,0.88,0.1,1.45,0.12,14.37,0.45,0.65,2021
Marvin Bagley III,PF,21,SAC,43.0,25.86,0.0,0.0,0.0,0.69,0.31,-3.2,0.6,0.28,0.47,1.33,0.35,1.6,0.42,2.47,0.28,0.98,2021
Dwayne Bacon,SG,25,ORL,72.0,25.74,0.03,0.4,0.55,0.02,0.0,-11.1,-4.5,0.36,0.12,0.61,0.06,1.18,0.07,3.22,0.26,0.54,2021
Udoka Azubuike,C,21,UTA,15.0,3.8,0.0,0.0,0.0,0.0,1.0,-49.3,-59.8,0.07,0.0,0.47,0.07,0.33,0.0,0.0,0.0,0.07,2021
Deandre Ayton,C,22,PHO,69.0,30.65,0.0,0.0,0.0,0.1,0.9,6.0,-0.2,0.29,0.52,1.86,0.36,1.41,0.04,3.45,0.43,0.67,2021
Deni Avdija,SF,20,WAS,54.0,23.28,0.0,0.01,0.73,0.27,0.0,-2.5,-1.1,0.31,0.13,1.52,0.06,0.39,0.13,2.69,0.11,0.3,2021
D.J. Augustin,PG,33,TOT,57.0,19.81,1.0,0.0,0.0,0.0,0.0,-2.9,-3.9,0.72,0.25,0.32,0.11,0.54,0.18,7.79,0.05,0.47,2021
Trevor Ariza,SF,35,MIA,30.0,28.03,0.0,0.0,0.03,0.96,0.01,3.1,4.0,0.33,0.13,0.77,0.13,0.6,0.33,4.43,0.03,0.3,2021
Ryan Arcidiacono,PG,26,CHI,44.0,10.23,0.93,0.07,0.0,0.0,0.0,0.9,1.9,0.14,0.05,0.39,0.05,0.2,0.43,2.95,0.09,0.07,2021
Cole Anthony,PG,20,ORL,47.0,27.09,0.91,0.09,0.0,0.0,0.0,-12.1,-5.0,1.23,0.81,0.98,0.13,1.11,0.28,9.72,0.28,1.04,2021
Keita Bates-Diop,SF,25,SAS,30.0,8.17,0.0,0.1,0.65,0.25,0.0,-8.2,-7.0,0.03,0.07,0.2,0.07,0.33,0.0,0.9,0.1,0.27,2021
Carmelo Anthony,PF,36,POR,69.0,24.49,0.0,0.0,0.0,0.71,0.29,-1.4,-6.4,0.23,0.23,1.01,0.35,0.99,0.07,3.78,0.19,0.28,2021
Thanasis Antetokounmpo,SF,28,MIL,57.0,9.67,0.0,0.08,0.6,0.32,0.01,3.3,-2.6,0.25,0.16,0.65,0.16,0.44,0.18,2.07,0.11,0.21,2021
Kostas Antetokounmpo,PF,23,LAL,15.0,3.73,0.0,0.0,0.0,0.05,0.95,17.1,14.7,0.07,0.33,0.27,0.13,0.2,0.07,0.2,0.07,0.27,2021
Giannis Antetokounmpo,PF,26,MIL,61.0,33.0,0.0,0.0,0.02,0.86,0.12,8.4,6.7,1.16,0.82,0.87,0.87,4.84,0.08,15.18,1.3,0.92,2021
Kyle Anderson,PF,27,MEM,69.0,27.35,0.0,0.0,0.03,0.7,0.27,1.7,0.8,0.67,0.26,0.84,0.13,1.25,0.06,8.33,0.23,0.46,2021
Al-Farouq Aminu,PF,30,TOT,23.0,18.87,0.0,0.0,0.36,0.64,0.0,-6.9,0.6,0.65,0.26,0.57,0.17,0.52,0.04,3.26,0.26,0.22,2021
Jarrett Allen,C,22,TOT,63.0,29.59,0.0,0.0,0.0,0.05,0.95,-5.9,-0.4,0.75,0.38,0.98,0.24,2.02,0.19,4.06,0.41,0.59,2021
Grayson Allen,SG,25,MEM,50.0,25.18,0.03,0.86,0.11,0.0,0.0,0.7,-1.1,0.58,0.16,0.74,0.12,0.56,0.22,5.16,0.1,0.36,2021
Nickeil Alexander-Walker,SG,22,NOP,46.0,21.89,0.03,0.86,0.12,0.0,0.0,-2.5,-2.7,0.89,0.33,1.02,0.07,0.63,0.24,5.07,0.2,0.74,2021
Ty-Shon Alexander,SG,22,PHO,15.0,3.13,0.0,0.0,0.89,0.11,0.0,-5.0,-11.3,0.13,0.07,0.07,0.0,0.07,0.0,1.0,0.0,0.0,2021
LaMarcus Aldridge,C,35,TOT,26.0,25.92,0.0,0.0,0.0,0.02,0.98,-3.4,-3.6,0.5,0.15,1.31,0.23,0.88,0.0,4.77,0.08,0.35,2021
Steven Adams,C,27,NOP,58.0,27.67,0.0,0.0,0.0,0.0,1.0,-0.2,0.8,0.43,0.47,0.79,0.33,0.91,0.09,4.41,0.1,0.34,2021
Jaylen Adams,PG,24,MIL,7.0,2.57,0.97,0.03,0.0,0.0,0.0,-38.3,-44.1,0.0,0.0,0.14,0.0,0.0,0.0,0.71,0.0,0.0,2021
DeAndre Jordan,C,32,BRK,57.0,21.86,0.0,0.0,0.0,0.0,1.0,-0.8,-8.9,0.46,0.51,1.19,0.33,0.79,0.05,3.81,0.21,0.11,2021
Will Barton,SF,30,DEN,56.0,31.0,0.0,0.39,0.53,0.08,0.0,6.1,2.5,0.88,0.5,0.86,0.12,0.82,0.12,7.57,0.27,0.62,2021
Nicolas Batum,SF,32,LAC,67.0,27.39,0.0,0.0,0.14,0.84,0.02,9.0,5.3,0.63,0.1,0.72,0.03,0.39,0.19,5.28,0.1,0.09,2021
Miles Bridges,PF,22,CHO,66.0,29.27,0.0,0.0,0.04,0.92,0.04,0.3,5.5,0.85,0.36,1.09,0.15,0.83,0.12,5.5,0.23,0.39,2021
Keljin Blevins,SF,25,POR,17.0,4.41,0.39,0.43,0.18,0.0,0.0,-18.4,-20.9,0.18,0.0,0.35,0.0,0.0,0.0,0.59,0.0,0.24,2021
Mikal Bridges,SF,24,PHO,72.0,32.61,0.0,0.07,0.89,0.04,0.0,7.6,4.4,0.49,0.19,0.83,0.04,0.85,0.19,5.01,0.24,0.33,2021
Ignas Brazdeikis,SF,22,TOT,13.0,19.15,0.0,0.0,0.2,0.81,0.0,-5.6,2.8,0.23,0.23,1.0,0.31,0.38,0.08,2.92,0.0,0.62,2021
Jarrell Brantley,PF,24,UTA,28.0,4.93,0.0,0.01,0.44,0.51,0.04,-6.1,-16.2,0.11,0.07,0.5,0.04,0.04,0.0,1.46,0.0,0.14,2021
Tony Bradley,C,23,TOT,42.0,16.29,0.0,0.0,0.0,0.05,0.95,-1.6,2.5,0.19,0.21,0.76,0.31,0.64,0.0,1.95,0.07,0.43,2021
Avery Bradley,SG,30,TOT,27.0,22.3,0.49,0.47,0.04,0.0,0.0,-9.9,-5.3,0.7,0.22,0.78,0.07,0.22,0.11,4.07,0.04,0.33,2021
Brian Bowen,SF,22,IND,6.0,2.5,0.0,0.24,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.17,0.0,2021
Chris Boucher,C,28,TOR,60.0,24.22,0.0,0.0,0.0,0.17,0.83,3.3,6.9,0.22,0.18,1.95,0.12,1.6,0.2,2.67,0.37,0.68,2021
Devin Booker,SG,24,PHO,67.0,33.88,0.0,0.94,0.06,0.0,0.0,7.2,3.1,1.52,0.78,1.1,0.43,2.63,0.25,10.69,0.64,0.69,2021
Isaac Bonga,SF,21,WAS,40.0,10.8,0.0,0.02,0.62,0.36,0.0,-1.5,0.4,0.22,0.1,0.72,0.05,0.1,0.22,1.3,0.05,0.02,2021
Jordan Bone,PG,23,ORL,14.0,14.0,1.0,0.0,0.0,0.0,0.0,-15.8,-7.2,0.14,0.0,0.14,0.0,0.0,0.14,3.14,0.0,0.0,2021
Marques Bolden,C,22,CLE,6.0,4.83,0.0,0.0,0.0,0.85,0.15,8.9,17.5,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Bol Bol,PF,21,DEN,32.0,5.0,0.0,0.0,0.0,0.52,0.48,-23.1,-29.4,0.06,0.22,0.25,0.0,0.22,0.0,0.53,0.09,0.0,2021
Bojan Bogdanović,SF,31,UTA,72.0,30.78,0.0,0.06,0.45,0.5,0.0,9.2,-0.9,0.61,0.76,0.53,0.18,1.39,0.11,4.89,0.25,0.85,2021
Bogdan Bogdanović,SG,28,ATL,44.0,29.66,0.0,0.28,0.7,0.02,0.0,4.2,2.6,0.64,0.34,0.95,0.11,0.36,0.14,8.11,0.05,0.43,2021
Eric Bledsoe,SG,31,NOP,71.0,29.73,0.36,0.64,0.0,0.0,0.0,-1.3,-1.9,1.0,0.35,0.82,0.14,1.21,0.37,8.86,0.31,0.37,2021
Aron Baynes,C,34,TOR,53.0,18.49,0.0,0.0,0.0,0.0,1.0,-4.9,-5.9,0.25,0.17,1.08,0.34,0.38,0.25,2.19,0.08,0.28,2021
Nemanja Bjelica,PF,32,TOT,37.0,16.08,0.0,0.0,0.0,0.74,0.26,-6.5,-4.4,0.3,0.27,0.68,0.22,0.51,0.0,4.57,0.14,0.27,2021
Bismack Biyombo,C,28,CHO,66.0,20.44,0.0,0.0,0.0,0.0,1.0,-8.2,-9.8,0.41,0.17,1.06,0.32,0.65,0.06,2.83,0.15,0.45,2021
Goga Bitadze,C,21,IND,45.0,12.47,0.0,0.0,0.0,0.0,1.0,-1.1,-1.3,0.11,0.02,1.29,0.11,0.62,0.0,1.89,0.09,0.33,2021
Khem Birch,C,28,TOT,67.0,22.82,0.0,0.0,0.0,0.35,0.65,-3.3,3.6,0.21,0.22,0.99,0.15,0.99,0.13,3.36,0.15,0.45,2021
Tyler Bey,SF,22,DAL,18.0,3.94,0.0,0.0,0.14,0.68,0.18,-27.1,-30.0,0.06,0.06,0.17,0.0,0.17,0.06,0.44,0.06,0.11,2021
Saddiq Bey,SF,21,DET,70.0,27.27,0.0,0.03,0.71,0.26,0.0,-5.7,-2.7,0.39,0.1,0.74,0.11,0.99,0.06,3.37,0.24,0.49,2021
Patrick Beverley,PG,32,LAC,37.0,22.49,0.79,0.21,0.0,0.0,0.0,9.1,3.3,0.57,0.03,1.16,0.19,0.35,0.3,5.03,0.03,0.27,2021
