Player,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Fouls Commited Shoot,Fouls Commited Off,Fouls Drawn Shoot,Fouls Drawn Off,PGA,And1,Blkd,Versatility Score,Blocks/Foul Ratio,And1 Efectiveness,AST/TOV Ratio,ORB/DRB,Net Plus Minus,3P Shots Attempted %,2P Shots Attempted %,PF Efficiency,Points per Shot attempted,Starting Percentage
Robin Lopez,2,1.3,2.0,0.64,0.1,0.1,0.5,1.2,1.9,0.648,0.653,0.4,0.5,0.778,0.6,0.8,1.4,0.5,0.1,0.2,0.7,1.2,3.0,2023,11.6,0.675,0.053,0.24,9.1,11.0,10.0,9.1,0.3,2.5,23.2,16.1,0.2,0.3,0.6,0.094,-3.4,0.3,-3.0,-0.1,C,34,CLE,37.0,8.08,0.0,0.0,0.0,0.0,1.0,-9.3,-16.2,0.19,0.11,0.68,0.19,0.22,0.11,1.35,0.11,0.19,-0.0,0.2941,0.5,2.6315789473684212,0.75,-3.7,0.05,0.95,0.25,1.35,0.0541
Brook Lopez,78,6.1,11.5,0.531,1.7,4.7,0.374,4.4,6.9,0.637,0.606,1.9,2.4,0.784,2.0,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9,2023,18.4,0.63,0.405,0.211,7.2,15.3,11.4,6.1,0.7,6.7,9.8,19.3,4.1,3.9,8.0,0.161,0.8,1.3,2.1,2.5,C,34,MIL,78.0,30.42,0.0,0.0,0.0,0.0,1.0,8.0,11.0,0.36,0.18,1.72,0.46,1.33,0.03,3.12,0.54,0.33,-0.0,1.4535,0.406,3.611111111111111,0.4255,-0.5,0.4052,0.5948,1.1538,1.2087,1.0
Kevon Looney,70,3.0,4.7,0.63,0.0,0.0,0.0,3.0,4.7,0.632,0.63,1.1,1.9,0.606,3.3,5.9,9.3,2.5,0.6,0.6,0.5,2.7,7.0,2023,17.8,0.639,0.003,0.404,15.7,26.8,21.4,13.8,1.3,2.2,9.1,10.6,5.9,2.8,8.7,0.212,0.9,1.3,2.1,2.0,C,26,GSW,82.0,23.88,0.0,0.0,0.0,0.0,1.0,5.1,6.4,0.18,0.09,1.52,0.23,0.94,0.02,6.41,0.23,0.41,-0.0,0.3947,0.2447,13.88888888888889,0.5593,-0.4,0.0,1.0,0.4444,1.2766,0.8537
Kenneth Lofton Jr.,1,2.0,3.9,0.527,0.3,0.7,0.353,1.8,3.2,0.566,0.559,0.7,1.1,0.593,0.8,1.3,2.1,0.8,0.2,0.1,0.5,1.2,5.0,2023,20.2,0.572,0.183,0.29,11.5,19.2,15.4,18.1,1.3,1.0,10.3,27.6,0.3,0.2,0.5,0.145,0.7,-1.1,-0.4,0.1,PF,20,MEM,24.0,7.33,0.0,0.0,0.0,0.45,0.55,-14.0,-18.4,0.12,0.12,0.5,0.21,0.62,0.0,2.12,0.21,0.17,0.6881,0.2,0.3387,6.666666666666667,0.6154,1.8,0.1795,0.8205,0.25,1.1538,0.0417
Isaiah Livers,22,2.3,5.5,0.417,1.4,3.9,0.365,0.9,1.6,0.541,0.545,0.6,0.8,0.821,0.5,2.2,2.8,0.8,0.5,0.5,0.6,2.0,6.7,2023,8.4,0.567,0.705,0.135,2.5,11.0,6.6,4.8,1.1,2.1,9.0,11.9,0.5,0.5,1.0,0.041,-2.1,-0.3,-2.4,-0.1,PF,24,DET,52.0,23.06,0.0,0.0,0.17,0.78,0.05,-8.3,0.3,0.27,0.1,1.19,0.06,0.29,0.13,1.9,0.04,0.13,0.6448,0.4202,0.1379,2.962962962962963,0.2273,-1.8,0.7091,0.2909,0.5,1.0909,0.4231
Nassir Little,4,2.5,5.6,0.442,1.1,2.9,0.367,1.4,2.7,0.524,0.538,0.6,0.9,0.717,0.5,2.1,2.6,0.9,0.4,0.4,0.7,1.2,6.6,2023,10.2,0.555,0.521,0.152,3.2,13.5,8.3,7.3,1.0,1.8,10.0,16.0,0.2,0.4,0.7,0.032,-1.6,-1.4,-3.0,-0.3,SF,22,POR,54.0,18.07,0.01,0.21,0.56,0.22,0.0,-8.6,-6.6,0.28,0.2,0.69,0.13,0.41,0.07,2.26,0.11,0.35,1.0316,0.5797,0.2683,3.214285714285714,0.2381,-0.2,0.5179,0.4821,0.6667,1.0893,0.0741
Damian Lillard,58,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,0.564,8.8,9.6,0.914,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2,2023,26.7,0.645,0.547,0.464,2.4,12.8,7.6,35.0,1.2,0.8,11.7,33.8,8.2,0.8,9.0,0.205,8.3,-1.2,7.1,4.9,PG,32,POR,58.0,36.33,1.0,0.0,0.0,0.0,0.0,2.2,12.8,2.43,0.53,0.93,0.14,3.48,0.41,17.4,0.74,0.79,-0.0,0.3226,0.2126,3.0041152263374484,0.2,9.5,0.5459,0.4541,0.6316,1.1304,1.0
Kira Lewis Jr.,0,1.6,3.5,0.455,0.6,1.4,0.441,1.0,2.2,0.463,0.54,0.8,0.9,0.864,0.2,1.1,1.3,0.9,0.4,0.1,0.4,1.0,4.6,2023,14.5,0.584,0.386,0.25,2.4,13.5,8.0,14.0,2.1,0.8,9.3,19.7,0.3,0.3,0.6,0.122,-0.8,0.5,-0.3,0.1,PG,21,NOP,25.0,9.4,0.88,0.12,0.0,0.0,0.0,11.0,9.4,0.24,0.12,0.44,0.04,0.4,0.0,2.16,0.08,0.4,0.3669,0.2273,0.2,3.7500000000000004,0.1818,-1.3,0.3889,0.6111,0.5,1.0857,0.0
Caris LeVert,30,4.3,10.0,0.431,1.7,4.4,0.392,2.6,5.6,0.462,0.517,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1.0,0.3,1.6,2.3,12.1,2023,12.4,0.546,0.437,0.243,2.8,12.1,7.4,18.0,1.6,1.0,12.4,18.7,1.4,3.1,4.4,0.095,-1.0,0.8,-0.2,1.0,SG,28,CLE,74.0,30.23,0.02,0.6,0.38,0.01,0.0,4.7,-2.2,0.99,0.32,1.2,0.09,1.08,0.41,9.01,0.22,0.45,0.7985,0.25,0.2037,3.9393939393939394,0.2258,-1.8,0.44,0.56,0.5652,1.03,0.4054
Meyers Leonard,2,1.6,3.2,0.483,0.8,2.0,0.389,0.8,1.2,0.636,0.603,0.9,1.0,0.889,1.3,2.4,3.8,0.1,0.2,0.0,0.7,1.8,4.8,2023,12.0,0.652,0.621,0.31,11.4,19.4,15.5,1.2,0.8,0.0,15.4,14.4,0.2,0.1,0.3,0.126,-2.8,-2.2,-5.0,-0.1,C,30,MIL,9.0,12.67,0.0,0.0,0.0,0.0,1.0,-11.5,-15.6,0.22,0.0,1.0,0.44,0.44,0.0,0.22,0.11,0.22,-0.0,0.0,0.25,0.4545454545454546,0.5417,-0.6,0.625,0.375,0.1111,1.25,0.2222
Terance Mann,36,3.4,6.5,0.519,1.0,2.4,0.389,2.4,4.0,0.598,0.593,1.1,1.5,0.78,1.0,2.5,3.4,2.3,0.5,0.3,1.0,1.8,8.8,2023,13.4,0.619,0.378,0.225,4.7,11.8,8.3,14.0,1.1,1.0,12.2,15.3,2.8,1.5,4.3,0.111,-0.3,0.1,-0.2,0.8,SG,26,LAC,81.0,23.11,0.18,0.46,0.33,0.04,0.0,1.3,1.3,0.47,0.26,0.69,0.17,0.75,0.22,5.52,0.2,0.41,1.1605,0.4348,0.2667,4.8936170212765955,0.4,-0.4,0.375,0.625,0.4444,1.2,0.4444
Saben Lee,1,2.0,4.8,0.405,0.4,1.2,0.367,1.5,3.6,0.418,0.45,1.7,2.3,0.737,0.5,1.3,1.8,2.7,0.8,0.0,1.0,1.3,6.0,2023,13.1,0.517,0.248,0.471,3.8,9.7,6.7,24.3,2.5,0.2,14.1,19.5,0.2,0.4,0.7,0.088,-2.7,0.9,-1.8,0.0,PG,23,TOT,25.0,14.92,0.99,0.01,0.0,0.0,0.0,-2.8,-5.2,0.68,0.16,0.56,0.08,1.0,0.32,6.2,0.12,0.52,0.056,0.0,0.12,3.9705882352941178,0.3846,-3.6,0.25,0.75,0.6154,0.875,0.04
Damion Lee,5,2.7,6.1,0.442,1.5,3.3,0.445,1.2,2.8,0.439,0.564,1.3,1.4,0.904,0.5,2.5,3.0,1.3,0.4,0.1,1.1,1.6,8.2,2023,10.7,0.607,0.546,0.23,2.8,14.0,8.3,8.9,1.0,0.4,13.5,16.3,1.1,1.4,2.6,0.081,-1.3,-0.4,-1.7,0.1,SG,30,PHO,74.0,20.35,0.03,0.43,0.49,0.06,0.0,1.3,-0.8,0.32,0.31,0.74,0.15,0.39,0.27,3.23,0.07,0.19,0.9864,0.1351,0.1795,4.0625,0.2,-0.9,0.541,0.459,0.3125,1.1311,0.0676
A.J. Lawson,0,1.5,2.9,0.5,0.7,1.7,0.4,0.8,1.3,0.632,0.614,0.1,0.5,0.25,0.4,1.0,1.4,0.1,0.1,0.0,0.2,0.7,3.7,2023,13.9,0.589,0.568,0.182,6.4,16.3,11.3,3.0,0.9,0.0,5.9,21.1,0.1,0.1,0.1,0.063,-1.5,-2.9,-4.4,-0.1,SG,22,TOT,15.0,7.2,0.02,0.36,0.48,0.15,0.0,-18.2,-18.9,0.13,0.0,0.47,0.0,0.33,0.07,0.33,0.13,0.2,1.0829,0.0,0.3939,0.7692307692307693,0.4,1.4,0.5667,0.4333,0.1429,1.2759,0.0
Zach LaVine,77,8.7,18.0,0.485,2.6,7.1,0.375,6.1,11.0,0.556,0.558,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,2023,19.0,0.607,0.392,0.308,1.7,12.2,7.1,18.7,1.2,0.6,11.0,28.3,4.2,2.9,7.1,0.123,2.7,-0.7,1.9,2.7,SG,27,CHI,77.0,35.95,0.25,0.43,0.32,0.01,0.0,0.4,-4.0,1.12,0.82,1.22,0.21,2.74,0.05,9.99,0.66,1.01,1.1202,0.1639,0.2409,3.75,0.1282,3.4,0.3923,0.6077,0.5238,1.1111,1.0
Jake LaRavia,0,1.1,2.7,0.389,0.7,2.0,0.338,0.4,0.7,0.542,0.516,0.2,0.3,0.778,0.5,1.3,1.8,0.6,0.3,0.1,0.5,1.4,3.0,2023,6.7,0.531,0.747,0.095,4.9,11.3,8.1,6.2,1.4,0.9,15.4,11.7,0.0,0.5,0.5,0.054,-3.9,0.4,-3.5,-0.2,PF,21,MEM,35.0,11.83,0.0,0.0,0.19,0.61,0.2,-6.9,-11.7,0.2,0.11,0.69,0.03,0.14,0.09,1.46,0.03,0.11,0.9389,0.1449,0.2143,2.9999999999999996,0.3846,-4.3,0.7407,0.2593,0.2857,1.0741,0.0
Romeo Langford,21,2.8,6.0,0.467,0.4,1.4,0.262,2.4,4.6,0.53,0.498,0.9,1.3,0.696,1.3,1.3,2.7,1.2,0.6,0.3,0.7,1.6,6.9,2023,10.4,0.524,0.236,0.216,7.1,7.7,7.4,7.9,1.3,1.3,9.6,15.4,0.3,0.2,0.5,0.029,-2.6,-1.5,-4.2,-0.5,SG,23,SAS,43.0,19.63,0.04,0.57,0.38,0.01,0.0,-8.9,1.6,0.33,0.21,0.77,0.05,0.65,0.47,2.74,0.14,0.3,0.8629,0.3896,0.2154,3.6363636363636362,1.0,-1.1,0.2333,0.7667,0.5625,1.0,0.4884
Jock Landale,4,2.6,4.9,0.528,0.3,1.2,0.25,2.3,3.7,0.621,0.559,1.1,1.5,0.752,1.7,2.3,4.1,1.0,0.2,0.4,0.9,1.8,6.6,2023,16.4,0.595,0.249,0.312,13.2,18.6,15.8,10.1,0.8,2.7,13.3,19.3,1.5,1.2,2.7,0.132,-0.7,-0.4,-1.1,0.2,C,27,PHO,69.0,14.19,0.0,0.0,0.0,0.0,1.0,6.1,5.7,0.16,0.23,1.06,0.3,0.7,0.09,2.48,0.2,0.32,-0.0,0.3774,0.2857,6.25,0.7391,-0.3,0.2449,0.7551,0.3333,1.1224,0.058
Anthony Lamb,4,2.4,5.1,0.471,1.2,3.2,0.367,1.2,1.9,0.652,0.588,0.7,1.0,0.767,0.9,2.6,3.5,1.5,0.5,0.3,0.9,2.2,6.7,2023,10.9,0.61,0.634,0.191,5.3,14.4,9.9,10.5,1.1,1.5,13.7,13.8,1.2,1.2,2.4,0.096,-1.6,0.4,-1.1,0.3,SF,25,GSW,62.0,19.27,0.0,0.01,0.5,0.49,0.0,1.0,-1.2,0.53,0.18,1.11,0.1,0.37,0.26,4.02,0.13,0.18,0.7422,0.2703,0.3514,2.830188679245283,0.3462,-2.0,0.6275,0.3725,0.3636,1.1765,0.0645
Kyle Kuzma,64,8.0,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,0.518,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3,21.2,2023,14.3,0.544,0.421,0.208,2.8,19.5,11.5,16.5,0.8,1.1,13.2,27.9,-1.0,1.9,0.9,0.019,-0.2,-1.5,-1.7,0.2,PF,27,WAS,64.0,34.98,0.0,0.0,0.14,0.81,0.05,0.2,3.4,1.02,0.81,1.19,0.55,1.88,0.12,8.97,0.45,0.92,0.5957,0.4202,0.2394,3.627450980392157,0.1406,1.3,0.4213,0.5787,0.4783,1.0393,1.0
Jonathan Kuminga,16,3.9,7.4,0.525,0.8,2.2,0.37,3.1,5.2,0.59,0.579,1.3,2.1,0.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9,2023,13.3,0.597,0.294,0.278,5.6,12.5,9.1,12.7,1.4,2.0,14.6,19.6,1.0,1.4,2.4,0.084,-1.7,-0.1,-1.7,0.1,PF,20,GSW,67.0,20.81,0.0,0.0,0.02,0.57,0.42,-1.4,-5.0,0.55,0.37,0.97,0.21,0.99,0.15,4.9,0.19,0.49,0.763,0.5155,0.1919,3.454545454545454,0.4167,-1.6,0.2973,0.7027,0.4783,1.1622,0.2388
Luke Kornet,0,1.6,2.5,0.665,0.0,0.2,0.231,1.6,2.3,0.701,0.674,0.5,0.6,0.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,2023,16.7,0.697,0.076,0.229,11.9,14.8,13.4,9.1,0.7,4.9,11.8,11.5,2.1,1.2,3.3,0.198,-0.4,1.3,1.0,0.6,C,27,BOS,69.0,11.65,0.0,0.0,0.0,0.0,1.0,4.5,-2.6,0.1,0.09,0.93,0.09,0.26,0.01,1.97,0.07,0.12,-0.0,0.7527,0.2692,8.0,0.75,-1.7,0.08,0.92,0.75,1.28,0.0
Furkan Korkmaz,0,1.3,3.0,0.432,0.5,1.2,0.391,0.8,1.8,0.462,0.514,0.7,1.0,0.722,0.2,1.0,1.1,0.6,0.3,0.1,0.6,0.5,3.8,2023,9.3,0.552,0.414,0.324,2.0,11.8,7.0,8.8,1.4,0.8,15.9,19.1,-0.2,0.3,0.1,0.019,-3.3,-1.0,-4.4,-0.2,SG,25,PHI,37.0,9.54,0.0,0.74,0.24,0.01,0.0,1.0,-4.1,0.3,0.11,0.24,0.08,0.46,0.03,1.43,0.11,0.22,0.6114,0.4167,0.2391,2.0,0.2,-2.3,0.4,0.6,0.8,1.0333,0.0
John Konchar,23,1.9,4.4,0.431,0.8,2.5,0.339,1.1,2.0,0.545,0.525,0.4,0.5,0.778,0.9,3.4,4.3,1.4,1.1,0.3,0.5,1.6,5.1,2023,10.8,0.542,0.553,0.113,4.5,17.4,11.0,8.2,2.4,1.5,9.9,10.4,1.0,2.5,3.5,0.111,-1.9,2.4,0.5,0.9,SF,26,MEM,72.0,20.75,0.0,0.55,0.44,0.0,0.0,7.0,5.5,0.33,0.11,0.94,0.03,0.29,0.25,3.43,0.12,0.19,0.69,0.3191,0.4138,4.242424242424242,0.2647,-4.3,0.5556,0.4444,0.875,1.0455,0.3194
Sandro Mamukelashvili,7,2.3,5.3,0.422,0.7,2.3,0.303,1.6,3.0,0.511,0.487,0.9,1.3,0.684,1.6,2.7,4.3,1.4,0.3,0.3,0.8,1.2,6.1,2023,13.4,0.516,0.43,0.248,11.2,19.0,15.1,12.8,1.0,1.5,12.1,18.2,0.4,0.5,0.9,0.063,-1.1,-1.3,-2.4,-0.1,C,23,TOT,43.0,15.35,0.0,0.0,0.0,0.23,0.77,-9.8,-4.6,0.37,0.21,0.72,0.12,0.63,0.14,3.49,0.12,0.33,0.5393,0.4167,0.1905,3.7837837837837838,0.5926,0.2,0.434,0.566,0.5,1.0,0.1628
Tre Mann,5,2.9,7.5,0.393,1.2,3.8,0.315,1.7,3.6,0.475,0.474,0.6,0.8,0.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,1.5,7.7,2023,10.0,0.492,0.513,0.11,2.4,11.8,7.0,14.0,1.6,0.9,10.6,20.7,-0.6,1.1,0.5,0.021,-3.0,-1.0,-3.9,-0.6,PG,21,OKC,67.0,17.66,1.0,0.0,0.0,0.0,0.0,0.7,-0.7,0.39,0.28,0.82,0.07,0.42,0.12,4.43,0.13,0.24,-0.0,0.2439,0.3095,4.615384615384615,0.2105,-2.0,0.5135,0.4865,0.5333,0.9333,0.0746
Davion Mitchell,9,2.3,5.0,0.454,0.8,2.5,0.32,1.5,2.5,0.584,0.533,0.3,0.4,0.806,0.2,1.1,1.3,2.3,0.6,0.2,0.8,1.4,5.6,2023,9.4,0.545,0.494,0.078,1.3,7.0,4.1,16.5,1.5,0.9,13.1,14.1,0.7,0.8,1.5,0.05,-2.4,-0.4,-2.8,-0.3,PG,24,SAC,80.0,18.09,0.86,0.14,0.0,0.0,0.0,2.4,0.2,0.51,0.1,0.66,0.05,0.2,0.66,5.79,0.11,0.16,0.405,0.303,0.55,4.509803921568627,0.1818,-2.0,0.5,0.5,0.5714,1.08,0.1125
Jaden McDaniels,79,4.7,9.1,0.517,1.4,3.4,0.398,3.3,5.7,0.588,0.591,1.3,1.8,0.736,1.2,2.7,3.9,1.9,0.9,1.0,1.4,3.4,12.1,2023,12.0,0.611,0.376,0.201,4.3,9.8,7.1,8.4,1.5,2.7,12.6,15.8,2.0,2.4,4.4,0.087,-1.7,0.5,-1.2,0.5,SF,22,MIN,79.0,30.58,0.0,0.07,0.73,0.2,0.0,1.6,4.4,0.59,0.33,1.66,0.2,0.95,0.19,4.44,0.29,0.37,0.7378,0.6024,0.3053,3.2203389830508473,0.4444,-2.2,0.3736,0.6264,0.5588,1.1868,1.0
Shake Milton,11,3.2,6.6,0.479,0.7,1.9,0.378,2.4,4.7,0.521,0.535,1.3,1.5,0.853,0.5,2.0,2.5,3.2,0.3,0.2,1.2,1.6,8.4,2023,12.7,0.575,0.294,0.231,3.0,11.3,7.2,22.3,0.8,0.8,14.5,18.5,1.6,1.2,2.9,0.087,-1.0,-0.9,-2.0,0.0,SG,26,PHI,76.0,20.62,0.18,0.68,0.14,0.01,0.0,4.2,-0.9,0.63,0.26,0.88,0.14,0.75,0.05,7.49,0.17,0.49,0.8922,0.2273,0.2267,5.07936507936508,0.25,-0.1,0.2879,0.7121,0.3125,1.0455,0.1447
Patty Mills,2,2.2,5.2,0.411,1.2,3.4,0.366,0.9,1.9,0.493,0.529,0.6,0.8,0.833,0.2,0.9,1.1,1.4,0.4,0.1,0.8,0.8,6.2,2023,10.6,0.554,0.641,0.144,1.6,7.0,4.4,13.9,1.3,0.5,11.9,19.7,0.0,0.4,0.4,0.035,-1.4,-1.7,-3.1,-0.2,PG,34,BRK,40.0,14.18,1.0,0.0,0.0,0.0,0.0,-7.2,-9.9,0.42,0.2,0.35,0.05,0.22,0.2,3.25,0.02,0.18,-0.0,0.2857,0.0909,3.333333333333333,0.2222,0.3,0.6415,0.3585,0.625,1.0385,0.05
Khris Middleton,19,5.4,12.3,0.436,1.5,4.9,0.315,3.8,7.4,0.516,0.499,2.8,3.1,0.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1,15.1,2023,17.4,0.551,0.399,0.251,3.8,14.0,9.1,30.7,1.4,0.5,13.6,27.4,1.0,1.0,1.9,0.117,1.0,-0.3,0.8,0.6,SF,31,MIL,33.0,24.27,0.0,0.2,0.63,0.16,0.0,6.5,3.7,1.18,0.58,1.03,0.12,1.18,0.18,11.67,0.33,0.58,0.9062,0.1942,0.2797,4.152542372881356,0.2353,1.3,0.3984,0.6016,0.4286,0.9837,0.5758
Chimezie Metu,0,2.0,3.3,0.589,0.1,0.6,0.237,1.8,2.7,0.663,0.61,0.8,1.1,0.74,0.7,2.3,3.0,0.6,0.3,0.3,0.5,1.2,4.9,2023,17.3,0.639,0.174,0.333,7.8,24.9,16.4,8.1,1.5,2.7,11.3,17.6,1.2,0.8,2.1,0.143,-0.3,0.2,-0.1,0.3,PF,25,SAC,66.0,10.44,0.0,0.0,0.01,0.68,0.31,7.1,5.9,0.17,0.2,0.74,0.06,0.53,0.03,1.53,0.12,0.17,0.6714,0.4054,0.2264,3.529411764705882,0.3043,-0.5,0.1818,0.8182,0.5,1.1818,0.0
De'Anthony Melton,58,3.6,8.5,0.425,2.0,5.2,0.39,1.6,3.2,0.484,0.546,0.9,1.1,0.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,2.5,10.1,2023,12.7,0.566,0.619,0.134,3.9,13.1,8.6,12.9,2.9,1.8,12.9,16.4,1.1,3.1,4.2,0.095,-0.7,1.6,0.9,1.6,SG,24,PHI,77.0,27.92,0.22,0.6,0.18,0.0,0.0,2.9,-4.0,0.75,0.34,1.23,0.12,0.39,0.1,6.39,0.06,0.32,0.9483,0.4065,0.1538,3.466666666666667,0.2812,-2.3,0.619,0.381,0.84,1.0824,0.7532
Jordan McLaughlin,0,1.4,3.4,0.421,0.6,1.8,0.308,0.9,1.6,0.552,0.503,0.3,0.4,0.833,0.3,1.1,1.4,3.4,0.7,0.1,0.8,0.7,3.7,2023,11.8,0.526,0.538,0.124,2.5,7.6,5.1,27.4,2.2,0.5,17.7,11.7,0.7,0.6,1.3,0.094,-1.3,0.6,-0.7,0.2,PG,26,MIN,43.0,15.77,1.0,0.0,0.0,0.0,0.0,6.9,8.6,0.65,0.07,0.51,0.0,0.16,0.14,7.95,0.02,0.19,-0.0,0.1961,0.125,5.230769230769231,0.2727,-1.9,0.5294,0.4706,1.1429,1.0588,0.0
Rodney McGruder,12,1.9,4.8,0.408,1.3,3.0,0.423,0.7,1.7,0.382,0.543,0.6,0.7,0.818,0.6,1.7,2.3,0.9,0.5,0.0,0.3,1.2,5.7,2023,10.7,0.566,0.638,0.145,4.1,11.8,7.8,7.6,1.5,0.2,6.4,14.0,0.5,0.2,0.7,0.068,-0.8,-0.7,-1.5,0.1,SG,31,DET,32.0,16.38,0.0,0.56,0.4,0.04,0.0,-5.0,4.1,0.25,0.06,0.72,0.03,0.28,0.31,2.03,0.03,0.28,0.82,0.0,0.1071,3.6,0.3529,-0.1,0.6383,0.3617,0.4167,1.1042,0.375
Bryce McGowens,7,1.7,4.4,0.396,0.6,1.7,0.325,1.2,2.7,0.443,0.46,1.3,1.7,0.75,0.4,1.6,2.0,1.2,0.3,0.1,0.9,1.0,5.3,2023,7.2,0.519,0.396,0.396,2.7,10.1,6.3,9.1,0.9,0.7,15.3,15.0,-0.4,0.4,0.1,0.005,-4.6,-1.4,-6.0,-0.8,SG,20,CHO,46.0,17.11,0.03,0.63,0.35,0.0,0.0,-8.4,-3.3,0.41,0.26,0.5,0.15,0.87,0.24,2.65,0.22,0.41,0.7637,0.2,0.2529,2.926829268292683,0.25,-3.2,0.3864,0.6136,0.4,0.9545,0.1522
JaVale McGee,7,1.9,3.0,0.64,0.0,0.1,0.4,1.9,2.9,0.65,0.648,0.6,1.0,0.585,0.7,1.8,2.5,0.3,0.1,0.6,0.9,1.3,4.4,2023,17.2,0.65,0.04,0.328,9.7,25.5,17.5,5.2,0.6,6.5,20.1,22.8,0.1,0.5,0.6,0.076,-3.6,-0.1,-3.7,-0.1,C,35,DAL,42.0,8.45,0.0,0.0,0.0,0.0,1.0,-7.4,-8.5,0.24,0.14,0.71,0.33,0.48,0.05,0.6,0.12,0.19,-0.0,0.8451,0.25,1.25,0.3889,-3.5,0.0333,0.9667,0.5385,1.2667,0.1667
Doug McDermott,0,3.7,8.2,0.457,1.9,4.7,0.413,1.8,3.5,0.516,0.575,0.8,1.1,0.757,0.4,1.8,2.2,1.4,0.2,0.1,0.9,1.8,10.2,2023,11.2,0.59,0.57,0.134,1.9,9.9,5.8,9.8,0.5,0.4,9.5,19.2,1.0,0.0,1.0,0.035,-0.7,-2.5,-3.2,-0.4,SF,31,SAS,64.0,20.53,0.0,0.08,0.52,0.4,0.01,-10.6,-0.8,0.45,0.16,1.11,0.14,0.44,0.06,3.36,0.11,0.38,0.9547,0.0901,0.25,3.1111111111111107,0.2222,1.8,0.5732,0.4268,0.1667,1.1341,0.0
Jalen McDaniels,24,3.5,7.7,0.455,1.0,2.9,0.332,2.6,4.8,0.53,0.518,1.5,1.7,0.841,0.8,3.5,4.3,1.6,1.0,0.4,1.2,2.6,9.4,2023,11.8,0.557,0.376,0.224,3.6,16.3,9.9,9.6,2.1,1.6,12.1,17.2,0.5,2.2,2.7,0.068,-2.7,0.6,-2.1,-0.1,SF,25,TOT,80.0,23.91,0.0,0.0,0.76,0.24,0.0,-2.8,1.1,0.45,0.38,1.26,0.19,0.92,0.19,3.9,0.3,0.49,0.5511,0.3175,0.3261,3.555555555555556,0.2286,-3.3,0.3766,0.6234,0.5385,1.0649,0.3
T.J. McConnell,6,3.8,6.9,0.543,0.3,0.8,0.441,3.4,6.2,0.556,0.568,0.8,0.9,0.853,0.6,2.5,3.1,5.3,1.1,0.1,1.9,1.4,8.7,2023,16.8,0.59,0.113,0.131,3.3,13.7,8.5,37.9,2.5,0.6,20.6,19.1,1.9,1.2,3.1,0.098,0.4,0.1,0.5,1.0,PG,30,IND,75.0,20.35,1.0,0.0,0.0,0.0,0.0,-2.4,1.6,1.2,0.44,0.63,0.03,0.43,0.4,12.8,0.21,0.23,-0.0,0.1587,0.4884,4.416666666666667,0.24,0.3,0.1143,0.8857,0.8571,1.1159,0.08
CJ McCollum,75,7.8,17.9,0.437,2.8,7.2,0.389,5.0,10.7,0.469,0.515,2.4,3.2,0.769,0.7,3.6,4.4,5.7,0.9,0.5,2.4,2.0,20.9,2023,15.6,0.541,0.404,0.177,2.4,11.7,7.0,25.1,1.3,1.4,11.2,26.4,1.5,2.8,4.3,0.078,1.5,-0.7,0.8,1.9,SG,31,NOP,75.0,35.32,0.56,0.38,0.06,0.0,0.0,0.9,-3.5,1.41,0.51,1.09,0.23,1.44,0.12,13.36,0.36,0.8,0.8612,0.4587,0.25,4.042553191489362,0.1944,2.2,0.4022,0.5978,0.7,1.0279,1.0
Miles McBride,2,1.2,3.4,0.358,0.6,2.1,0.299,0.6,1.3,0.457,0.451,0.4,0.7,0.667,0.2,0.6,0.8,1.1,0.6,0.1,0.4,0.9,3.5,2023,8.4,0.475,0.623,0.195,1.9,5.4,3.6,12.4,2.4,1.0,9.7,14.6,0.0,0.7,0.7,0.047,-3.6,1.4,-2.3,-0.1,PG,22,NYK,64.0,11.88,0.91,0.09,0.0,0.0,0.0,5.5,2.9,0.2,0.08,0.52,0.03,0.22,0.19,2.78,0.03,0.17,0.3025,0.1923,0.1364,5.5,0.3333,-5.0,0.6176,0.3824,0.7778,0.8824,0.0312
